sub,liks
2,33.76163980672144
3,65.50947306552057
4,44.14033011099355
5,72.98459133330056
6,49.67327887956529
8,72.70520680483916
9,64.28074757583224
10,56.3688090381397
11,58.42327837015828
12,54.29728818637489
13,62.649612508110806
14,34.911037388327784
15,68.12975964687058
16,41.67539683813109
17,80.88266899128027
18,62.088079948020386
20,58.65535038079318
21,44.26831821957203
22,53.10022911741202
23,40.70865555473354
25,77.33702923770463
28,82.7797817513659
29,83.86289580896587
31,38.70806675324019
33,31.015638653488445
34,69.49439744381496
35,79.70519178046479
36,105.72311757047557
37,73.12086308584576
39,61.3308519824782
41,75.66648200677085
42,74.7361206103508
43,58.113782432992174
44,68.44921826990748
45,75.9268211424846
47,51.67327134343156
53,66.37495914601315
55,73.17744145191332
