sub,intercept,beta,learning_rate_raw
1,0.8329193000735968,0.06728190396927575,-1.5066399943443756
3,0.6117767143246992,0.06354216599261021,-3.2492875476920973
4,2.2207661216308336,0.07601446799098087,0.6321809367830926
6,0.062424097222257856,0.08417178096988173,-1.9721861374614091
8,1.0034369326804498,0.08191725902454954,-2.011490788612165
9,1.1931156264393161,0.07628797919646281,-3.415778834985625
10,0.1314990155717483,0.10483604167443816,-1.86947243496471
12,0.3973747404250084,0.08267927908666857,-1.8848943974885253
13,2.6103383301553222,0.0919251124674878,0.7851671914698478
14,0.7273872631846658,0.08350822689160096,-2.4872436105820226
15,1.4471367957428767,0.055727338561827044,0.9994393497437717
16,-0.3102074783235998,0.11062689071454294,-2.375633708929521
17,1.0303455011473266,0.05073696434348719,-3.667188248793602
18,0.07670557533827689,0.1079169662266758,-2.228086281567577
19,2.476923877753625,0.07269566961801216,-1.6889406616357814
21,1.1106788451053602,0.067187071504272,-3.427564832043885
23,-0.12289931372837853,0.09260365042710147,-1.8579547319202223
25,1.333880546992817,0.08679553323770824,-2.2816200503779243
27,0.24749335474925527,0.08528073560710868,-2.168877894240349
29,4.078539329742793,0.09830275461663636,1.2474251076121239
30,0.854363770485653,0.07265041410421678,-3.4281631314317313
31,0.8194603115785996,0.0684082439994774,-3.1221791836075123
32,0.6664165287589984,0.05441961127218062,-1.8526551462570204
33,2.7630206609414967,0.08063100068336634,0.7223211345596923
34,0.5306700177300232,0.08216329123959185,-1.9591556993285602
35,1.9028464065576929,0.07563931987449476,-3.8489832026889466
36,1.873792519686751,0.08877119427438931,0.8160186469724579
37,-0.0428746615981993,0.08581007625487634,-2.3657528353971116
39,0.12633229343584015,0.05730825924219091,-3.8865900865377734
40,0.3855225231251667,0.06457365895408317,-3.416695310973188
41,2.0561047760989606,0.0725908521763191,-2.170248236399362
43,0.46762336333157534,0.06730071299933191,-4.389293901026829
49,0.8115349274309471,0.06043436466187797,-3.01068161063509
50,-0.6991547105749727,0.06850310754945402,-4.077178972123264
52,0.6839957301225751,0.0748819264662213,-1.991885571573332
54,0.5474585664475085,0.0676583914242908,-2.9156533873102717
56,0.6945212917024735,0.05440164841919658,-4.245643939886043
60,1.4195050690043398,0.057472985524380085,0.6540617806271053
61,0.6681397000557507,0.06587492018436376,-2.496666618544433
62,1.7296398246109936,0.08070447104048348,0.6771716684632426
