age,gender,n_trials,n_force_wrong,n_missed,bonus_payment,percent_accept_A1,percent_accept_A2,percent_accept_A3,percent_accept_A4,percent_accept_A2_A3,percent_accept_B1,percent_accept_B2,percent_accept_B3,percent_accept_B4,percent_accept_B2_B3,percent_accept_B1_min_A1,percent_accept_B2_min_A2,percent_accept_B3_min_A3,percent_accept_B4_min_A4,percent_accept_B2_B3_min_A2_A3,percent_accept_AB1,percent_accept_AB2,percent_accept_AB3,percent_accept_AB4,percent_accept_AB2_AB3,order_condition,liks,intercept,beta,w_raw_pos,w_transformed_pos,w_neg_pos,w_transformed_neg
46,m,457,0,1,3.8,0.99,0.961538461538462,0.0,0.0416666666666667,0.454545454545455,0.952380952380952,0.576923076923077,0.5,0.0816326530612245,0.538461538461538,-0.0376190476190477,-0.384615384615385,0.5,0.0399659863945578,0.0839160839160839,0.983471074380165,0.769230769230769,0.236363636363636,0.0737704918032787,0.495327102803738,2,100.71393521868208,-1.8331260725709322,4.649127349063719,-2.3327153077925358,0.00983154611528192,-2.3327153077925358,0.00983154611528192
39,m,408,3,7,3.7,0.972972972972973,0.0555555555555556,0.909090909090909,0.0952380952380952,0.525,0.96,0.863636363636364,0.95,0.0,0.904761904761905,-0.0129729729729731,0.808080808080808,0.0409090909090909,-0.0952380952380952,0.379761904761905,0.96969696969697,0.5,0.928571428571429,0.0185185185185185,0.719512195121951,1,78.47152492882155,-0.36012780998669464,7.626222784608381,-4.259875162202553,1.0227055634581816e-5,-4.259875162202553,1.0227055634581816e-5
40,m,407,5,7,3.7,0.988636363636364,0.727272727272727,0.173913043478261,0.0,0.444444444444444,1.0,0.842105263157895,0.764705882352941,0.051948051948052,0.805555555555556,0.0113636363636364,0.114832535885167,0.59079283887468,0.051948051948052,0.361111111111111,0.991071428571429,0.780487804878049,0.425,0.0388349514563107,0.604938271604938,2,83.51599059178967,-2.3483187595095516,3.6799201205006598,-0.8497705629133977,0.19772632938417095,-0.8497705629133977,0.19772632938417095
38,m,522,0,6,3.8,0.990654205607477,0.269230769230769,0.285714285714286,0.037037037037037,0.277777777777778,0.84,0.0689655172413793,0.172413793103448,0.00819672131147541,0.120689655172414,-0.150654205607477,-0.20026525198939,-0.113300492610837,-0.0288403157255616,-0.157088122605364,0.962121212121212,0.163636363636364,0.228070175438596,0.0134228187919463,0.196428571428571,1,98.22589585887557,0.682954423113887,6.183862595132528,-3.3638490187962495,0.0003843178990289853,-3.3638490187962495,0.0003843178990289853
28,m,389,2,5,3.8,1.0,1.0,1.0,0.352941176470588,1.0,1.0,1.0,1.0,0.0113636363636364,1.0,0.0,0.0,0.0,-0.341577540106952,0.0,1.0,1.0,1.0,0.0666666666666667,1.0,1,37.891180926292606,-4.230004654569838,9.998977098922024,-3.4497198696407025,0.0002805842715180029,-3.4497198696407025,0.0002805842715180029
48,m,409,2,6,3.8,1.0,0.863636363636364,0.0909090909090909,0.130434782608696,0.477272727272727,1.0,0.9,0.956521739130435,0.0487804878048781,0.930232558139535,0.0,0.0363636363636364,0.865612648221344,-0.0816542948038176,0.452959830866808,1.0,0.880952380952381,0.533333333333333,0.0666666666666667,0.701149425287356,2,84.04531898773796,-3.09119903197631,3.7850657548386115,-0.11318448048381076,0.45494214968863916,-0.11318448048381076,0.45494214968863916
29,m,477,1,2,3.8,1.0,1.0,0.166666666666667,0.153846153846154,0.62962962962963,0.954545454545455,1.0,0.111111111111111,0.0210526315789474,0.538461538461538,-0.0454545454545454,0.0,-0.0555555555555556,-0.132793522267206,-0.0911680911680912,0.991935483870968,1.0,0.137254901960784,0.0495867768595041,0.584905660377358,1,89.34958369880418,-1.9413169389354554,5.576698187936,-2.843862417591304,0.002228514446662333,-2.843862417591304,0.002228514446662333
23,m,444,5,7,3.8,0.978947368421053,0.666666666666667,0.260869565217391,0.0384615384615385,0.454545454545455,0.954545454545455,0.91304347826087,0.461538461538462,0.0108695652173913,0.673469387755102,-0.0244019138755981,0.246376811594203,0.20066889632107,-0.0275919732441472,0.218923933209647,0.974358974358974,0.795454545454545,0.36734693877551,0.0169491525423729,0.56989247311828,1,83.05096013077133,-1.3983361798271832,5.868196876900635,-3.0268324601307954,0.0012356544552027393,-3.0268324601307954,0.0012356544552027393
28,m,476,7,5,3.7,0.989583333333333,0.0,0.037037037037037,0.05,0.0185185185185185,0.962962962962963,0.5,0.357142857142857,0.00900900900900901,0.431034482758621,-0.0266203703703705,0.5,0.32010582010582,-0.040990990990991,0.412515964240102,0.983739837398374,0.263157894736842,0.2,0.0152671755725191,0.232142857142857,2,80.50407088495723,0.008646016916234792,7.15227580027283,-2.8457968378775234,0.00221502243563948,-2.8457968378775234,0.00221502243563948
32,f,496,3,5,3.9,1.0,0.96551724137931,0.0,0.0,0.444444444444444,1.0,1.0,0.307692307692308,0.0101010101010101,0.653846153846154,0.0,0.0344827586206896,0.307692307692308,0.0101010101010101,0.209401709401709,1.0,0.981818181818182,0.133333333333333,0.00819672131147541,0.539130434782609,2,59.95951947353995,-3.276049211596146,7.121854457528222,-1.6283948401586452,0.051720595509795575,-1.6283948401586452,0.051720595509795575
39,f,450,7,10,3.7,0.98936170212766,0.36,0.0869565217391304,0.25,0.229166666666667,0.96,0.391304347826087,0.590909090909091,0.0112359550561798,0.488888888888889,-0.0293617021276597,0.031304347826087,0.50395256916996,-0.23876404494382,0.259722222222222,0.983193277310924,0.375,0.333333333333333,0.0683760683760684,0.354838709677419,1,106.4950854060453,-0.2937531962266256,5.0220326365069985,-3.2778018314054496,0.0005230940720544197,-3.2778018314054496,0.0005230940720544197
39,f,399,5,16,3.7,1.0,1.0,0.529411764705882,0.0952380952380952,0.789473684210526,0.818181818181818,1.0,0.956521739130435,0.0337078651685393,0.977777777777778,-0.181818181818182,0.0,0.427109974424552,-0.0615302300695559,0.188304093567251,0.961904761904762,1.0,0.775,0.0454545454545455,0.891566265060241,2,94.6937868233647,-2.6968912049317724,3.376122949003348,-0.5692747342032947,0.2845848551360978,-0.5692747342032947,0.2845848551360978
33,f,451,1,2,3.8,1.0,0.615384615384615,0.0714285714285714,0.0,0.333333333333333,1.0,1.0,0.6,0.0303030303030303,0.791666666666667,0.0,0.384615384615385,0.528571428571429,0.0303030303030303,0.458333333333333,1.0,0.795918367346939,0.320754716981132,0.024390243902439,0.549019607843137,2,62.5671721820987,-2.1985688347680763,7.936439263026251,-2.7611862607236,0.002879591037977358,-2.7611862607236,0.002879591037977358
36,f,449,3,4,3.8,0.990566037735849,0.407407407407407,0.05,0.037037037037037,0.25531914893617,0.954545454545455,1.0,0.277777777777778,0.0421052631578947,0.69047619047619,-0.0360205831903945,0.592592592592593,0.227777777777778,0.0050682261208577,0.43515704154002,0.984375,0.686274509803922,0.157894736842105,0.040983606557377,0.460674157303371,1,82.10625686470033,-1.9641900654796578,4.66134419583793,-1.8453726605586684,0.03249167365706351,-1.8453726605586684,0.03249167365706351
22,m,488,3,9,3.7,1.0,0.565217391304348,0.08,0.192307692307692,0.3125,0.916666666666667,0.592592592592593,0.230769230769231,0.0384615384615385,0.415094339622642,-0.0833333333333334,0.0273752012882448,0.150769230769231,-0.153846153846154,0.102594339622642,0.983471074380165,0.58,0.156862745098039,0.0692307692307692,0.366336633663366,2,127.83368501070686,-1.2797138641652113,3.328721135312151,-1.0003853158138831,0.15856203674729086,-1.0003853158138831,0.15856203674729086
21,m,369,5,14,3.5,1.0,1.0,0.705882352941177,0.15,0.848484848484849,0.941176470588235,1.0,0.85,0.0875,0.921052631578947,-0.0588235294117647,0.0,0.144117647058823,-0.0625,0.0725677830940988,0.988888888888889,1.0,0.783783783783784,0.1,0.887323943661972,2,87.68820618010497,-2.7675872766697465,3.2721522266967042,-0.6843980465954406,0.24686192458953965,-0.6843980465954406,0.24686192458953965
28,f,423,0,1,3.9,1.0,0.285714285714286,0.142857142857143,0.0909090909090909,0.224489795918367,0.807692307692308,0.863636363636364,0.888888888888889,0.0786516853932584,0.875,-0.192307692307692,0.577922077922078,0.746031746031746,-0.0122574055158325,0.650510204081633,0.96031746031746,0.54,0.487179487179487,0.0810810810810811,0.51685393258427,2,106.73481009886143,-0.4624025844862109,5.601892237239344,-3.3084140418331445,0.00046912991266279125,-3.3084140418331445,0.00046912991266279125
26,Female,349,1,4,3.7,1.0,1.0,0.894736842105263,0.0434782608695652,0.947368421052632,1.0,1.0,1.0,0.0294117647058824,1.0,0.0,0.0,0.105263157894737,-0.0140664961636829,0.0526315789473685,1.0,1.0,0.941176470588235,0.032967032967033,0.970149253731343,1,30.039234477685554,-3.099242829229733,10.634340640710034,-3.624263011188591,0.00014489329879696644,-3.624263011188591,0.00014489329879696644
