sub,liks
1,51.72244809
2,63.28153526
3,81.5152331
4,102.0524564
5,95.41877339
6,67.53918333
9,62.17528503
11,62.74800537
12,66.41893752
13,100.2476674
14,100.4368118
17,84.41378794
18,93.91484353
19,57.58065156
20,111.0647268
21,83.82351571
22,109.4872407
24,81.04288625
28,55.37319482
29,120.0442883
31,49.80651136
32,98.11478642
34,46.71208125
37,62.97668626
42,65.34713719
43,89.76396589
44,63.25649546
45,66.55618754
46,91.48052386
47,87.35587255
48,49.76355888
49,114.0470084
50,61.94158934
51,77.60837513
52,52.49518803
57,34.23446277
58,90.81216076
59,98.91003053
