sub,liks
1,102.7462502960888
3,118.03319279930874
4,104.5120389750428
6,84.28368750450173
8,80.99842960499329
9,87.6736000887273
10,65.42189472691088
12,89.72866600311058
13,65.8612644215345
14,91.66203551404998
15,129.11273166657702
16,62.941256483563684
17,137.1396301580868
18,63.25848688353919
19,114.82915083331442
21,102.83106955990563
23,77.14572829009441
25,82.18324913671056
27,87.85111104074532
29,50.362350623260134
30,77.99742684087914
31,97.71492574872724
32,144.48958790680348
33,88.1866729551412
34,80.03084827467951
35,97.20894738825582
36,94.26487174031425
37,80.01460438259717
39,123.05964218955958
40,100.77409613551171
41,104.77801426545452
43,113.70085935525442
49,110.03556071316603
50,99.70222298018578
52,104.28469764658391
54,100.88376049413372
56,127.66237461459205
60,121.10335666758112
61,110.04221565741071
62,83.14052518827503
