sub,liks
2,32.17476644594417
3,49.33135271252233
4,20.50167161039814
5,61.529226576230826
6,58.42131275145938
8,40.343660369258544
9,64.99114932575525
10,47.17372250965924
11,55.30440678586749
12,36.775428425708235
13,62.18806493481758
14,20.723177790526606
15,43.70361841132764
16,43.96543223051428
17,37.70835335666868
18,59.5455331384442
20,53.81656097159991
21,55.44736037269141
22,55.670592656181206
23,31.061568485308875
25,80.56827164177248
28,83.42301381955897
29,103.3530613302769
31,52.307970913074655
33,30.64049334520544
34,64.66245050319387
35,80.10220341256218
36,68.88156277227517
37,69.20827068360164
39,46.157143290419526
41,76.53110882494437
42,38.01487506706281
43,41.83250210584643
44,38.80322241404527
45,51.565843092374195
47,31.374200034993734
53,47.92675201108537
55,43.86864959125918
