sub,liks
1,51.21893308175918
2,50.66383298790231
3,75.70843830954732
4,77.00629834988882
5,78.03758213383429
6,57.46546909509559
9,52.95946281272385
11,62.26435177504174
12,55.1347701154933
13,71.13279734510759
14,92.18591644137258
17,65.76618227064941
18,92.84358742697921
19,51.3941125513877
20,83.84567346415163
21,64.00989675850022
22,62.068968926113385
24,70.42629548625096
28,41.567728939808376
29,120.19983503013758
31,43.95283420938457
32,90.51387015473036
34,38.849562749155915
37,44.18414237155301
42,50.56379388142189
43,27.482328915196934
44,64.60293210154595
45,63.88706340867602
46,58.925044765019344
47,83.78599581890849
48,49.818727077695954
49,111.70459208158415
50,58.417073263058256
51,65.68252984545781
52,50.08338764454784
57,24.420226083993207
58,84.36332067667854
59,89.19240094665697
