sub,liks
1,100.29416367600513
3,30.972262903975597
4,93.30177319863098
6,70.57720893190259
8,76.34117460432657
9,90.52613953812248
10,37.67166759018552
12,60.02907855897052
13,51.66802920185426
14,78.89489613620214
15,63.51147078702829
16,44.79453272927149
17,124.93409259134111
18,59.06581478989117
19,78.17901184423238
21,87.69896647971481
23,52.40776826881812
25,44.71616334965341
27,52.439736033406746
29,41.471764745371786
30,27.188512817389682
31,102.57044206467474
32,103.27167756898433
33,76.802301625752
34,73.60491520805114
35,93.32447296316994
36,30.497374623542314
37,73.8613295832656
39,67.35612263341893
40,90.74571925405202
41,82.90840818109028
43,65.80577189063042
49,106.96251494039163
50,97.24474329758391
52,61.70140622051365
54,66.90866855329095
56,148.63673645771516
60,88.42519109161002
61,107.61476520954136
62,43.308628478141486
