sub,liks
1,107.80035624248299
3,69.55669075694617
4,78.76994037121575
6,71.57342087699904
8,84.26955228860484
9,87.5160047044397
10,38.0433464927577
12,59.83674736872241
13,52.40602925144965
14,74.12673538426786
15,76.65211614724709
16,28.684864559913056
17,128.48386860358588
18,37.23670577766074
19,84.42583654106674
21,57.17828207894267
23,55.84739421151232
25,46.8968256466323
27,47.78374047114618
29,56.87206596516184
30,34.8248343005285
31,98.20837418342627
32,106.0823081340461
33,75.19617932336341
34,67.94043456056005
35,96.56643627124382
36,37.46314593531278
37,63.4356762845371
39,92.37654195842346
40,70.03515268152482
41,79.00537600529171
43,63.38460494790962
49,111.58677852668185
50,97.66092066552645
52,60.17418423668438
54,83.02638363558326
56,124.38066535021586
60,65.1096509828839
61,102.21551798957917
62,30.48638460521596
