sub,liks
1,51.578514191111026
2,63.18311515949695
3,80.89587235437733
4,101.24569659255911
5,95.03929125072781
6,67.47377339063027
9,61.8412083956431
11,62.87575103582741
12,66.16103276599306
13,100.91662460025385
14,99.5518092801466
17,84.3301797442848
18,93.3261276544475
19,56.96266714353881
20,110.82703865783175
21,83.41270057979169
22,109.07238730040285
24,80.8772783907444
28,54.98482732203953
29,119.5187651641224
31,49.4700637166976
32,97.487206388022
34,47.237786401064334
37,63.04872797220838
42,65.50557776046071
43,89.38683638957394
44,63.09694237049189
45,67.11243028273995
46,93.5313668541738
47,88.35164841412899
48,52.70120265956687
49,115.6598516433405
50,61.497198975623206
51,77.97599240128831
52,52.325946653334334
57,35.9386798781354
58,91.74661681543526
59,98.43971536644443
