sub,intercept,beta,learning_rate_raw_pos,learning_rate_raw_neg
1,-0.9842360253535909,0.04521309424393482,-2.1778240065224272,-2.579170667310639
3,-3.7826121905414127,0.04219207366161793,-2.0353561047816155,-2.7206268544035703
4,0.12432258134359579,0.07665614877319951,-2.4289269565442866,-2.5802233517395914
6,-3.005722196359346,0.09560327345737764,-2.3750632622448777,-2.710840683378977
8,-0.2668840678115846,0.0642081966291571,-2.253495660609747,-2.516380904203746
9,-0.7684745940653995,0.05830130148586688,-2.4007302761315943,-2.5562792526677756
10,-2.1337401290161733,0.10563206794992314,-2.353491727234987,-2.6359301788638496
12,-1.3713962951422078,0.07771769579115059,-2.2620518373307625,-2.6067073724546206
13,1.4558320671006435,0.09569635795619182,-2.5635058929424415,-2.266526735314805
14,-3.6086646043119983,0.10055950669458438,-2.5003020842070787,-2.951532253352606
15,-4.801135322866514,0.027805603236798992,-2.3476949901726183,-2.8578080656634497
16,-3.8578617713311565,0.10810024938736326,-2.3581146952185863,-2.670751641156459
17,-0.13684694022913843,0.049109732688467224,-2.2483007826181933,-2.504236859886943
18,-1.814638798263517,0.11433350232898361,-2.3625580179747185,-2.568017364268338
19,-0.23964707396779691,0.07453049435759222,-2.176593466331163,-2.483729265986432
21,-2.3168970637769495,0.10256288627479947,-2.3466561667261296,-2.942104380837084
23,-4.3056806070568205,0.10667255350077537,-2.258080769067403,-2.6226627343106386
25,-3.6024759107985638,0.08293525526288101,-2.0923649531624573,-2.667527490123102
27,-3.4280846098744076,0.07028987351451776,-2.037011928178837,-2.4719397994170778
29,1.889852155266734,0.09160181891804366,-2.4395077278378756,-2.0513029183520217
30,-1.3169380991741073,0.0864788344260585,-2.162274175240143,-2.4267035318340286
31,0.5462583242275939,0.06574695066029453,-2.467253234553148,-2.471021805138073
32,-1.2956347279886649,0.04259772028840223,-2.3776323633067675,-2.955247651824882
33,2.182267993524417,0.07936700670999043,-2.5623803549472153,-2.1481843673474796
34,-1.6314768529905093,0.07469971501950803,-2.2679877653788814,-2.642656583915838
35,0.020131882096711327,0.07537010473411015,-2.4743784847797645,-2.5700625707411957
36,-4.179475288133728,0.07663558654821252,-2.434979138743053,-2.480544218092887
37,-1.725593247296231,0.09517319070022896,-2.350086368202892,-2.543205327172117
39,-5.031245569307851,0.043259300264356725,-2.111057472611564,-2.6898219781528097
40,-2.2004993914049966,0.055318473904397494,-2.4941901302391294,-2.946046577402041
41,-0.8393112118744935,0.06778412507326652,-2.3616517793796388,-2.9200358704738054
43,-3.066440049990458,0.09546695960991741,-2.3863726195887702,-3.01883972641877
49,-1.00123159135888,0.03774406554331593,-2.32330018335335,-2.603196011099793
50,-1.221250966594427,0.06731686588078147,-2.3197235105523406,-2.606847022089251
52,-4.613678830489333,0.09778059787432193,-2.249832941945988,-2.800090668328183
54,-1.4473219399350932,0.07233062427784934,-2.1815126942394607,-2.5296260349650725
56,-0.6558056099849329,0.043243718242969006,-2.1699770536952876,-2.821595331732121
60,-2.3688159631147787,0.07318101881361275,-2.2451077226761367,-2.6679340880528954
61,-0.6512874315305494,0.046083920626425925,-2.3524227337577126,-2.677609036294844
62,-3.9551774827337867,0.08688555875138697,-2.3191540184104236,-2.4228465494006066
