sub,block,reward_rate
2,1,8.162246672867788
2,1,7.942513852806964
2,1,7.667388531757095
2,1,7.62470976910789
2,1,7.896179349255681
2,1,7.840701170538869
2,1,7.569102597747183
2,1,7.686256813358248
2,1,7.632253540345586
2,1,7.7468996208418
2,1,7.692470274362129
2,1,7.638423345869421
2,1,7.584756148513176
2,1,7.856992359005489
2,1,7.649383175299959
2,1,7.595638974705951
2,1,7.711739258006069
2,1,7.657556946555222
2,1,7.603755317435033
2,1,7.55033169598964
2,1,7.497283426355186
2,1,7.444607871327787
2,1,7.3923024122324295
2,1,7.136236182805032
2,1,7.103749175050878
2,1,7.3852149506312665
2,1,7.333326783358088
2,1,7.459845191726526
2,1,7.407432675946301
2,1,7.355388407996936
2,1,7.303709800586773
2,1,7.252394284602341
2,1,7.201439308980633
2,1,7.150842340582295
2,1,7.100600864065685
2,1,7.050712381761833
2,1,7.001174413550271
2,1,6.951984496735739
2,1,6.903140185925756
2,1,6.733414682672786
2,1,6.57043008425953
2,1,6.524266556515543
2,1,6.8168514485334395
2,1,6.963882455288012
2,1,6.9149545499898935
2,1,6.866370409815933
2,1,7.152391010762976
2,1,7.102138653363694
2,1,7.052239366625732
2,1,7.002690669891497
2,1,6.953490099932379
2,1,7.237839047671162
2,1,7.368149895757195
2,1,7.316381626743953
2,1,7.264977079114579
2,1,7.213933697380012
2,1,7.163248944005939
2,1,6.983192828366558
2,1,6.934129249310113
2,1,7.076502390984336
2,1,7.026783223400589
2,1,6.977413380312
2,1,7.2613032879836625
2,1,7.226416491762173
2,1,7.1756440348713735
2,1,7.455730291391082
2,1,7.403346686703945
2,1,7.527084148801527
2,1,7.474199215322521
2,1,7.421685848858548
2,1,7.36954143879752
2,1,7.6459071906079865
2,1,7.592187412116292
2,1,7.53884506622079
2,1,7.4858775010980985
2,1,7.433282083556421
2,1,7.555830616131603
2,1,7.502743711347048
2,1,7.450029792618266
2,1,7.397686239363056
2,1,7.521648514680478
2,1,7.468801771707014
2,1,7.416326327423917
2,1,7.364219573104336
2,1,7.312478918350206
2,1,7.26110179096348
2,1,7.210085636818246
2,1,7.028169331147293
