sub,liks
2,32.09808613779429
3,49.18292842592003
4,17.866530958404287
5,62.31214708226814
6,62.117007751041825
8,42.46086682232053
9,64.92122848246959
10,48.629026493843085
11,55.19975587506062
12,36.86020302191758
13,63.728562729356845
14,19.56226085384663
15,45.56755150146558
16,45.787943503069506
17,38.31044549825214
18,59.589298165580765
20,51.513717676556304
21,55.9100835438509
22,56.01871418041651
23,30.60369082149794
25,68.46973043998051
28,83.67877062805093
29,47.94371209884571
31,47.147511574122305
33,32.14401298650199
34,65.2143882910072
35,81.15796806733229
36,70.98352139184445
37,69.77816895487727
39,48.07136646987916
41,78.29791933617696
42,37.90824134703552
43,42.830739046264064
44,40.542907211374576
45,50.51527925091766
47,32.824072776626096
53,47.62901075816899
55,45.717065940000694
