sub,liks
1,115.95300189201897
3,40.749451525606545
4,107.46375085284262
6,107.16971561372772
8,98.64608028288414
9,141.62118653459228
10,76.89264691082627
12,77.05239944250569
13,66.12664151888251
14,156.79595965020025
15,124.51712985975647
16,81.64796398142457
17,132.39661967212962
18,72.06394096063035
19,110.328075361812
21,115.9407295121701
23,85.8501089855652
25,113.32979081277766
27,81.85823848382002
29,42.10068039146543
30,36.046170445048084
31,138.33197515322212
32,137.59882697891499
33,86.84254162188786
34,78.3096868789617
35,151.42719710639142
36,92.23197019383623
37,97.41320522671893
39,67.45441431506738
40,120.73556398573513
41,145.28179498032134
43,54.71010913835647
49,136.6228795662432
50,99.41855163782859
52,106.12951441638305
54,95.64158924020161
56,185.2623018016603
60,97.66068867601018
61,155.6760652973047
62,83.59244003110916
