age,gender,n_trials,n_force_wrong,n_missed,bonus_payment,percent_accept_A1,percent_accept_A2,percent_accept_A3,percent_accept_A4,percent_accept_A2_A3,percent_accept_B1,percent_accept_B2,percent_accept_B3,percent_accept_B4,percent_accept_B2_B3,percent_accept_B1_min_A1,percent_accept_B2_min_A2,percent_accept_B3_min_A3,percent_accept_B4_min_A4,percent_accept_B2_B3_min_A2_A3,percent_accept_AB1,percent_accept_AB2,percent_accept_AB3,percent_accept_AB4,percent_accept_AB2_AB3,order_condition,liks,intercept,beta,learning_rate_raw,learning_rate_transformed,accept_AB_prev1,accept_AB_prev23,accept_AB_prev4,accept_A_prev1,accept_A_prev23,accept_A_prev4,accept_B_prev1,accept_B_prev23,accept_B_prev4,accept_A1_prev1,accept_A1_prev23,accept_A1_prev4,accept_A23_prev1,accept_A23_prev23,accept_A23_prev4,accept_A4_prev1,accept_A4_prev23,accept_A4_prev4,accept_B1_prev1,accept_B1_prev23,accept_B1_prev4,accept_B23_prev1,accept_B23_prev23,accept_B23_prev4,accept_B4_prev1,accept_B4_prev23,accept_B4_prev4,av_reward_est_A,av_reward_est_B,av_reward_est_both,av_reward_arithmetic_A,av_reward_arithmetic_B,av_reward_arithmetic_both
34,m,387,2,3,2.7,1,0.454545455,0.05,0.052631579,0.261904762,1,0.75,0.105263158,0,0.435897436,0,0.295454545,0.055263158,-0.052631579,0.173992674,1,0.595238095,0.076923077,0.172131148,0.345679012,1,128.928487384281,0.866419471409743,0.0510908952241569,-1.54084267351413,0.0616775403624202,0.333333333333333,0.459899749373434,0.502599090318389,0.5,0.761904761904762,0.684210526315789,0.166666666666667,0.157894736842105,0.320987654320988,1,1,1,0.125,0.4,0.5,0,0,0,1,1,1,0.333333333333333,0.285714285714286,0.5,0,0,0,9.7307537033706,4.39359742824742,6.96185307943451,10.6702698981824,7.63405790756492,9.09509224891467
21,f,332,1,1,2.8,1,0.35,0.066666667,0,0.228571429,0.923076923,1,0.75,0.1,0.892857143,-0.076923077,0.65,0.683333333,0.1,0.664285714,0.987951807,0.638888889,0.37037037,0.206185567,0.523809524,2,84.2792847783956,0.273620990144134,0.0746722561647088,-1.78810458238027,0.0368795682277175,0.535117056856187,0.458201058201058,0.594607843137255,0.608695652173913,0.657142857142857,0.705882352941177,0.461538461538462,0.259259259259259,0.483333333333333,1,1,1,0.28,0.166666666666667,0,0,0,0,NaN,1,0.9,1,0.666666666666667,0.894736842105263,0.125,0.25,0.375,10.4331392485502,5.23434406420404,8.0785279767163,6.57557158452399,5.4429911135632,6.06260912906642
31,m,313,6,13,2.6,0.982142857,0.333333333,0.153846154,0.416666667,0.258064516,1,0.0625,0.8,0.076923077,0.419354839,0.017857143,-0.270833333,0.646153846,-0.33974359,0.161290323,0.986111111,0.205882353,0.5,0.267326733,0.338709677,1,108.475317937071,0.682058811186741,0.0515775292823963,-1.89619032469175,0.028967441051466,0.49702380952381,0.545161290322581,0.396153846153846,0.660714285714286,0.8,0.5,0.333333333333333,0.290322580645161,0.292307692307692,0.96551724137931,1,1,0.285714285714286,0.5,0,0.5,0.166666666666667,0,1,1,1,0.285714285714286,0.714285714285714,0.352941176470588,0.166666666666667,0.333333333333333,0.166666666666667,8.68959410478179,4.63852809278183,6.53926522637423,8.49787261557032,6.7642696050131,7.57766627821294
26,m,307,4,4,2.8,1,0.333333333,0.25,0.071428571,0.290322581,1,0.909090909,0.928571429,0.018518519,0.92,0,0.575757576,0.678571429,-0.052910053,0.629677419,1,0.576923077,0.566666667,0.247311828,0.571428571,1,62.5066638219208,-0.0820265792716171,0.0966528230763456,-1.66158273768229,0.0482982334534233,0.504329004329004,0.532930107526882,0.552910052910053,0.651515151515151,0.774193548387097,0.642857142857143,0.357142857142857,0.291666666666667,0.462962962962963,1,1,1,0.35,0.285714285714286,0,0,0.1,0,NaN,1,1,0.833333333333333,0.666666666666667,1,0,0,0,10.3556130363384,5.30672303641428,8.06514098759235,10.7112533236416,8.22993507803252,9.58558211953601
37,m,367,4,4,2.8,1,0.157894737,0.0625,0.045454545,0.114285714,1,0.941176471,0.055555556,0,0.485714286,0,0.783281734,-0.006944444,-0.045454545,0.371428571,1,0.527777778,0.058823529,0.154545455,0.3,1,111.829596450151,0.953606881357456,0.0527416260608633,-1.59686092663626,0.0551483556206621,0.446376811594203,0.428571428571429,0.520658263305322,0.492753623188406,0.657142857142857,0.761904761904762,0.4,0.2,0.279411764705882,1,1,1,0.153846153846154,0,0,0,0.0769230769230769,0,NaN,1,1,0.75,0.571428571428571,0.368421052631579,0,0,0,10.3081941850007,4.27249104166579,7.37656694395231,12.0062158707936,8.31570658672753,10.2136827899615
38,f,268,8,10,2.6,1,1,1,0,1,0.8125,0.916666667,1,0.058823529,0.956521739,-0.1875,-0.083333333,0,0.058823529,-0.043478261,0.953125,0.961538462,1,0.235294118,0.98,2,90.6978073033556,1.16457049943988,0.060561148945731,0.785042904686177,0.783785793248684,0.625,0.547979797979798,0.735294117647059,0.875,0.777777777777778,1,0.375,0.318181818181818,0.470588235294118,1,1,1,1,1,1,0,0,0,NaN,0.5,0.916666666666667,1,1,0.923076923076923,0.0909090909090909,0.0909090909090909,0.0909090909090909,1.98023379150778,0.915370165224906,1.438777710347,5.46471863943227,3.85579772743852,4.6466232604524
27,m,286,1,2,2.8,1,0.642857143,0.8,0.5,0.724137931,0.928571429,0.916666667,1,0.016949153,0.962962963,-0.071428571,0.273809524,0.2,-0.483050847,0.238825032,0.985074627,0.769230769,0.9,0.302083333,0.839285714,1,103.357663849729,1.24593511941978,0.0572744926375875,0.91871469839296,0.820877590140284,0.592032967032967,0.56066411238825,0.691091954022989,0.826923076923077,0.862068965517241,0.916666666666667,0.357142857142857,0.259259259259259,0.46551724137931,1,1,1,0.736842105263158,0.666666666666667,0.75,0.6,0,0,NaN,0.75,1,1,1,0.947368421052632,0.1,0,0,1.37568575185472,0.623617340687015,0.988021622386829,10.5545295539359,7.68803307635804,9.0769540500298
51,m,337,0,7,2.8,0.985507246,0.117647059,0.157894737,0.058823529,0.138888889,0.9375,0.875,0.846153846,0.066666667,0.862068966,-0.048007246,0.757352941,0.688259109,0.007843137,0.723180077,0.976470588,0.484848485,0.4375,0.076190476,0.461538462,2,79.6584373003779,1.00908198813423,0.0758271867461552,-2.28930891988258,0.0110307049038868,0.349275362318841,0.601477832512315,0.51078431372549,0.565217391304348,0.685714285714286,0.588235294117647,0.133333333333333,0.517241379310345,0.433333333333333,0.972972972972973,1,1,0.136363636363636,0,0.25,0,0.1,0,NaN,1,0.833333333333333,1,1,0.833333333333333,0,0.230769230769231,0.0769230769230769,9.81441603139904,5.09356807978734,7.63076389519099,6.53872988337975,4.89633875731154,5.77903354753323
34,m,338,1,3,2.8,1,0.8125,0.214285714,0,0.533333333,1,0.875,1,0.028985507,0.9375,0,0.0625,0.785714286,0.028985507,0.404166667,1,0.84375,0.633333333,0.036036036,0.741935484,2,58.1451422025531,0.37524915083014,0.11181327666634,-2.45098307637874,0.00712333257024939,0.534313725490196,0.511827956989247,0.631884057971015,0.735294117647059,0.733333333333333,0.8,0.333333333333333,0.290322580645161,0.463768115942029,1,1,1,0.565217391304348,0.25,0.666666666666667,0,0,0,NaN,1,1,0.8,1,0.958333333333333,0.1,0,0,8.72971312858115,5.64936861170238,7.17614806789446,6.75834236432943,5.57384231873549,6.16094234133422
29,m,284,4,10,2.6,0.945454545,0.133333333,0.454545455,0.333333333,0.269230769,0.7,0.666666667,0.857142857,0.20754717,0.769230769,-0.245454545,0.533333333,0.402597403,-0.125786164,0.5,0.907692308,0.37037037,0.68,0.390804598,0.519230769,1,117.517294794188,0.92628273666219,0.0381941686349259,0.518783604048994,0.698044173582465,0.459090909090909,0.615384615384615,0.559065934065934,0.618181818181818,0.730769230769231,0.714285714285714,0.3,0.5,0.403846153846154,0.966666666666667,0.941176470588235,0.875,0.176470588235294,0,0.5,0.25,0.375,0,NaN,0.5,0.833333333333333,0.666666666666667,0.777777777777778,0.769230769230769,0.142857142857143,0.571428571428571,0.857142857142857,3.08528769190976,1.15372216840757,2.15604806168438,10.062457329418,7.15479711332499,8.66363700924354
40,m,230,2,3,2.4,1,1,0.4,0,0.647058824,1,1,1,0.070175439,1,0,0,0.6,0.070175439,0.352941176,1,1,0.727272727,0.19047619,0.857142857,2,51.9360589296712,-0.400088688538181,0.0957640674291715,-1.75166858235294,0.0399154060985493,0.622222222222222,0.540441176470588,0.736842105263158,0.777777777777778,0.705882352941177,1,0.466666666666667,0.375,0.473684210526316,1,1,1,0.583333333333333,0.75,1,0,0,0,NaN,1,1,1,1,1,0.2,0,0.2,9.43580469121734,5.79333933766644,7.19960760707533,6.18967446018271,5.46905658821014,5.74726981726284
33,f,367,4,5,2.8,0.972222222,0.333333333,0.058823529,0.090909091,0.2,1,0.692307692,0,0.013888889,0.310344828,0.027777778,0.358974359,-0.058823529,-0.077020202,0.110344828,0.977777778,0.483870968,0.03030303,0.146551724,0.25,1,118.595384040666,1.02354706311898,0.0482343263076236,-1.79995061334617,0.0359342183703734,0.469874804381847,0.4,0.399621212121212,0.661971830985915,0.514285714285714,0.590909090909091,0.277777777777778,0.285714285714286,0.208333333333333,1,0.888888888888889,1,0.263157894736842,0.111111111111111,0.142857142857143,0.0909090909090909,0.0909090909090909,0,NaN,1,1,0.833333333333333,0.2,0.176470588235294,0,0.0833333333333333,0,9.97451979039533,4.62729522683622,7.40871445546173,9.88593011209695,7.9466157691566,8.95537202012154
46,m,323,2,2,2.8,1,0.1,0.0625,0,0.083333333,1,1,1,0.019607843,1,0,0.9,0.9375,0.019607843,0.916666667,1,0.470588235,0.482758621,0.215053763,0.476190476,2,51.2659506149119,0.213038171919401,0.126574915097275,-1.88004370105884,0.0300510611375367,0.392857142857143,0.50462962962963,0.649509803921569,0.5,0.638888888888889,0.75,0.285714285714286,0.37037037037037,0.549019607843137,1,1,1,0.111111111111111,0,0,0,0,0,NaN,1,1,1,1,1,0,0,0,10.421210800538,5.23673686507733,8.24933658433152,6.38224689818929,5.13363814826294,5.85918107051744
27,m,360,3,3,2.8,1,1,0.428571429,0.058823529,0.724137931,1,1,0.5,0,0.787878788,0,0,0.071428571,-0.058823529,0.063740857,1,1,0.464285714,0.008130081,0.758064516,1,61.624946578289,0.0436799882263126,0.0857044544648053,-3.12630114202369,0.000885100897131952,0.465485074626866,0.475649350649351,0.643879173290938,0.805970149253731,0.678571428571429,0.882352941176471,0.125,0.272727272727273,0.405405405405405,1,1,1,0.722222222222222,0.8,0.666666666666667,0.111111111111111,0,0,NaN,1,1,0.5,0.8,0.833333333333333,0,0,0,7.80587734933518,7.14913402650567,7.46226480912059,11.0151774833531,8.9866907777891,9.95385954457699
41,m,214,2,2,2.5,1,0.909090909,1,0.272727273,0.947368421,0.9,1,1,0.529411765,1,-0.1,0.090909091,0,0.256684492,0.052631579,0.98245614,0.944444444,1,0.515151515,0.972222222,2,64.9747814274372,0.476252224866692,0.0647831442225717,0.880757532345347,0.81077546504654,0.723913043478261,0.822368421052632,0.867647058823529,0.847826086956522,0.894736842105263,1,0.6,0.75,0.735294117647059,1,1,1,0.933333333333333,1,1,0.25,0.125,0,NaN,1,0.8,1,NaN,1,0.333333333333333,1.16666666666667,1.33333333333333,1.57897300693075,0.747430595253865,1.21140715829097,5.42845421366269,3.58432548004008,4.61329586039473
27,m,276,6,8,2.7,1,1,0.875,0,0.947368421,1,1,1,0.017241379,1,0,0,0.125,0.017241379,0.052631579,1,1,0.96,0.208333333,0.981132075,2,89.3766243086831,1.37713104399412,0.0727229243939456,0.728878816040965,0.766962102953756,0.584633853541417,0.629186602870813,0.78448275862069,0.816326530612245,0.894736842105263,1,0.352941176470588,0.363636363636364,0.568965517241379,1,1,1,0.928571428571429,1,1,0,0,0,NaN,1,1,1,1,1,0,0.0909090909090909,0,2.0979403818974,1.02871582487832,1.47801763341293,6.26855678203712,5.60845227074771,5.88583661325762
39,f,336,2,3,2.8,0.984848485,0.1,0.117647059,0,0.108108108,1,0.214285714,0.875,0.017241379,0.566666667,0.015151515,0.114285714,0.757352941,0.017241379,0.458558559,0.987654321,0.147058824,0.484848485,0.173469388,0.313432836,2,64.4346474173875,1.01972103167037,0.0856533236185937,-1.70099917917932,0.0444715706595749,0.360989010989011,0.501351351351351,0.397413793103448,0.507692307692308,0.702702702702703,0.45,0.214285714285714,0.3,0.344827586206897,1,1,0.9,0.0476190476190476,0.4,0,0,0,0,NaN,1,1,0.75,0.428571428571429,0.555555555555556,0,0.1,0,10.235918873959,5.24926114090207,7.9632385796897,6.01487369537204,5.19283615085763,5.64022826579246
38,f,236,3,5,2.6,1,0.769230769,0.909090909,0.625,0.833333333,0.888888889,1,1,0.735294118,1,-0.111111111,0.230769231,0.090909091,0.110294118,0.166666667,0.983870968,0.857142857,0.947368421,0.735294118,0.9,1,65.0611239370738,-0.0902763290502137,0.0531537258859186,1.1802655613615,0.881052694631388,0.878406708595388,0.904166666666667,0.882352941176471,0.867924528301887,0.875,1,0.888888888888889,0.933333333333333,0.764705882352941,1,1,1,0.8,0.666666666666667,1,0.666666666666667,0.0833333333333333,0.0833333333333333,NaN,1,0.833333333333333,1,1,1,0.875,0.625,1.625,0.613849710626459,0.3558502252936,0.513705173556469,9.30155731958912,7.06816032187102,8.43464664284328
28,Female,284,0,8,2.5,1,0.25,0.8,0.066666667,0.555555556,1,0.909090909,0.923076923,0.068965517,0.916666667,0,0.659090909,0.123076923,0.002298851,0.361111111,1,0.565217391,0.857142857,0.075471698,0.725490196,2,81.9707944555469,2.59310767317597,0.0684167512953998,0.933331070114081,0.82467547106045,0.5,0.50402576489533,0.624137931034483,0.615384615384615,0.703703703703704,0.8,0.384615384615385,0.304347826086957,0.448275862068966,1,1,1,0.5625,0.6,0.5,0,0,0,NaN,1,1,1,1,0.866666666666667,0,0.125,0.25,1.22443617156015,0.464630017714716,0.816630608761752,6.04670145640552,4.66454722609259,5.30486726499462
47,f,356,3,10,2.7,1,0.153846154,0.166666667,0.125,0.16,0.95,0,0.055555556,0,0.029411765,-0.05,-0.153846154,-0.111111111,-0.125,-0.130588235,0.988235294,0.068965517,0.1,0.108108108,0.084745763,1,99.3805991230517,1.78766855960267,0.0558873677956433,-1.63671967887295,0.0508445275973385,0.3125,0.496363636363636,0.452464788732394,0.625,0.72,0.75,0,0.272727272727273,0.154929577464789,1,1,1,0.222222222222222,0,0,0.166666666666667,0,0,NaN,1,0.916666666666667,0,0.25,0,0,0,0,10.1747619328972,3.87477769533226,6.7656795532625,10.5087025609176,7.76765436007507,9.02545136998552
63,FEMALE,204,1,10,2.5,0.975,1,1,0.909090909,1,1,0.875,0.909090909,0.896551724,0.894736842,0.025,-0.125,-0.090909091,-0.012539185,-0.105263158,0.979166667,0.9375,0.954545455,0.838709677,0.947368421,2,50.6273360061634,-0.512769107002315,0.0505194362084148,1.2871111106503,0.900972218310606,0.9125,0.972222222222222,0.948275862068966,0.95,1,1,0.875,0.944444444444444,0.896551724137931,0.96,1,1,1,1,1,0.666666666666667,2.33333333333333,0.333333333333333,NaN,1,1,1,0.8,0.909090909090909,0.8,2,2.2,0.475011534144263,0.252719821105605,0.376215217238193,4.93124000763452,3.87808288203997,4.46317017403695
33,F,243,2,2,2.3,0.853658537,0.75,0.5,0.5,0.625,0.466666667,0.416666667,0.333333333,0.276595745,0.375,-0.38699187,-0.333333333,-0.166666667,-0.223404255,-0.25,0.75,0.55,0.4,0.306666667,0.475,2,118.752343680652,1.0937780698397,0.0225452480943941,1.62708472520893,0.948140447655263,0.569105691056911,0.5,0.399068322981366,0.804878048780488,0.75,0.428571428571429,0.333333333333333,0.25,0.369565217391304,0.958333333333333,0.9,0.428571428571429,0.615384615384615,0.5,NaN,0.5,0.5,0,NaN,0.375,0.571428571428571,0.2,0.25,0.466666666666667,0.4,0.2,0.6,0.101257511123313,0.0346364683764907,0.0633144006847253,4.14144894193171,3.52793655855548,3.79203129312141
39,m,316,3,4,2.9,1,0.666666667,0.1875,0.105263158,0.419354839,1,0.733333333,1,0.037735849,0.870967742,0,0.066666667,0.8125,-0.067527309,0.451612903,1,0.7,0.59375,0.15625,0.64516129,2,63.4487052039555,0.0208169854881414,0.098455428088777,-2.02853857262184,0.0212526553427019,0.534926470588235,0.537634408602151,0.702085402184707,0.632352941176471,0.741935483870968,0.894736842105263,0.4375,0.333333333333333,0.509433962264151,1,1,1,0.304347826086957,1,0.5,0.1,0,0,1,1,1,1,0.714285714285714,0.888888888888889,0,0.111111111111111,0.111111111111111,10.4284781441198,5.43333723894591,8.14759188604951,6.66137260513316,5.48731145653495,6.12527162403809
35,f,351,5,9,2.6,0.981818182,0.0625,0.0625,0,0.0625,0.9375,0.117647059,0.4,0.014705882,0.25,-0.044318182,0.055147059,0.3375,0.014705882,0.1875,0.971830986,0.090909091,0.225806452,0.066037736,0.15625,2,71.6810699511879,2.2933854420319,0.071203656826593,-2.06348874425745,0.0195331080587519,0.277777777777778,0.390625,0.425,0.555555555555556,0.59375,0.6,0,0.1875,0.25,1,0.947368421052632,1,0,0.125,0,0,0,0,NaN,0.833333333333333,1,0,0,0.368421052631579,0,0.0833333333333333,0,9.22630319233117,4.51161287650748,6.65867841939432,5.85596733635059,4.77686567580033,5.26828755877392
18,m,346,4,4,2.9,1,0.111111111,0.095238095,0,0.102564103,1,0.875,0.941176471,0.035714286,0.909090909,0,0.763888889,0.845938375,0.035714286,0.806526807,1,0.470588235,0.473684211,0.202020202,0.472222222,2,59.9736936689306,0.321210902921727,0.117703413506162,-1.82803558665819,0.0337721054779728,0.431818181818182,0.495888157894737,0.558928571428571,0.5,0.710526315789474,0.6,0.363636363636364,0.28125,0.517857142857143,1,1,1,0.115384615384615,0,0.111111111111111,0,0,0,NaN,1,1,1,1,0.875,0,0,0.142857142857143,10.6784812934968,5.05172182117632,8.22138108724334,6.36270207317038,4.5696298559449,5.57970110494965
30,m,333,2,2,2.8,1,1,0.5,0.058823529,0.727272727,1,1,1,0.013513514,1,0,0,0.5,-0.045310016,0.272727273,1,1,0.735294118,0.10619469,0.859375,2,42.7594347273973,-0.675737861548014,0.150466867865752,-2.27716392703896,0.0113882191925096,0.549197860962567,0.523949169110459,0.641494435612083,0.745454545454545,0.757575757575758,0.823529411764706,0.352941176470588,0.290322580645161,0.459459459459459,1,1,1,0.733333333333333,0.818181818181818,0.571428571428571,0,0,0,NaN,1,1,1,1,1,0,0,0,8.93085785877906,5.95002038642426,7.32979668367147,6.77285488068112,6.06985627767752,6.39526174457002
30,m,356,6,13,2.6,0.982758621,0.210526316,0.5,0.153846154,0.322580645,1,0.714285714,0.238095238,0,0.476190476,0.017241379,0.503759398,-0.261904762,-0.153846154,0.153609831,0.987012987,0.475,0.333333333,0.042372881,0.410958904,1,90.5670119376816,1.02679171716577,0.0618221398233583,-3.66330403362493,0.000124491357935574,0.419540229885057,0.447619047619048,0.546777546777547,0.672413793103448,0.633333333333333,0.769230769230769,0.166666666666667,0.261904761904762,0.324324324324324,1,1,0.888888888888889,0.3,0.285714285714286,0.5,0.166666666666667,0.166666666666667,0,1,1,1,0.4,0.6,0.46875,0,0,0,7.08300345774869,6.96240278670441,7.01430687297663,9.05480397241671,7.48794122503453,8.16228721757875
