sub,liks
2,26.5710493527126
3,30.22556738679237
4,13.139554954202776
5,41.37422351675465
6,38.100928499494046
8,23.975128356849797
9,22.572151876557577
10,25.595251864226356
11,27.835549288447464
12,15.40720383221944
13,35.46529295635139
14,12.729762260196502
15,21.383423416533983
16,17.400657939735396
17,14.753861556099647
18,35.9396243368367
20,38.68545674419973
21,36.584011833563316
22,31.166539619848063
23,13.005897674380769
25,43.18702881058636
28,39.12098251198142
29,17.455992737420253
31,30.274534025074743
33,17.301027295457946
34,44.676880834413794
35,51.81600834062285
36,19.79035216821593
37,16.22505916233159
39,22.76241990110039
41,42.66937004345608
42,27.47003104203648
43,26.49197539704132
44,25.877334774973672
45,26.452496652768957
47,18.1390245987269
53,28.671163453830523
55,30.713691682092826
