age,gender,n_trials,n_force_wrong,n_missed,bonus_payment,percent_accept_A1,percent_accept_A2,percent_accept_A3,percent_accept_A4,percent_accept_A2_A3,percent_accept_B1,percent_accept_B2,percent_accept_B3,percent_accept_B4,percent_accept_B2_B3,percent_accept_B1_min_A1,percent_accept_B2_min_A2,percent_accept_B3_min_A3,percent_accept_B4_min_A4,percent_accept_B2_B3_min_A2_A3,percent_accept_AB1,percent_accept_AB2,percent_accept_AB3,percent_accept_AB4,percent_accept_AB2_AB3,order_condition,liks,intercept,beta,learning_rate_reward_raw,learning_rate_reward_transformed,learning_rate_delay_raw,learning_rate_delay_transformed
23,M,434,4,4,3.8,0.98936170212766,0.0,0.15,0.037037037037037,0.075,0.947368421052632,0.592592592592593,0.761904761904762,0.134020618556701,0.666666666666667,-0.0419932810750281,0.592592592592593,0.611904761904762,0.096983581519664,0.591666666666667,0.982300884955752,0.340425531914894,0.463414634146341,0.112903225806452,0.397727272727273,2,106.55094177062941,0.49185870601183207,0.06325288308025906,-1.6543935926627495,0.04902378374249261,-1.7283288808049846,0.041964639008757076
32,f,480,3,2,3.8,0.980769230769231,0.96,0.0,0.0833333333333333,0.470588235294118,1.0,1.0,0.0,0.0,0.464285714285714,0.0192307692307693,0.04,0.0,-0.0833333333333333,-0.00630252100840334,0.985294117647059,0.980392156862745,0.0,0.0147058823529412,0.467289719626168,1,30.71761611990455,-6.052823664373254,0.04098722147145419,-1.7635248719416805,0.03890600309629183,-3.080800409203238,0.0010322249169094078
37,m,409,2,5,3.9,0.989130434782609,0.9,0.818181818181818,0.0416666666666667,0.857142857142857,0.904761904761905,0.523809523809524,1.0,0.021978021978022,0.761904761904762,-0.0843685300207039,-0.376190476190476,0.181818181818182,-0.0196886446886447,-0.0952380952380952,0.973451327433628,0.707317073170732,0.906976744186046,0.0260869565217391,0.80952380952381,2,77.91174727532336,-0.384634717097092,0.08179718146671229,-3.505695215787236,0.00022770819704132084,-3.554919784920706,0.00018904721018103698
31,m,421,1,3,3.9,1.0,0.833333333333333,0.0454545454545455,0.136363636363636,0.456521739130435,1.0,0.875,1.0,0.043956043956044,0.948717948717949,0.0,0.0416666666666666,0.954545454545455,-0.0924075924075924,0.492196209587514,1.0,0.85,0.533333333333333,0.0619469026548673,0.682352941176471,2,69.80313255768812,-2.201307299506342,0.07596791065420051,-2.085430542328535,0.018515118430251998,-2.3775220694881645,0.008714699976111129
39,m,422,4,11,3.8,1.0,0.04,0.461538461538462,0.0,0.254901960784314,1.0,0.454545454545455,0.842105263157895,0.0759493670886076,0.634146341463415,0.0,0.414545454545455,0.380566801619433,0.0759493670886076,0.379244380679101,1.0,0.234042553191489,0.622222222222222,0.0588235294117647,0.423913043478261,2,83.77777519802888,1.5216261596173124,0.08246564455633644,-2.0394159066687387,0.020704268100290968,-1.933636003002018,0.026578948699904292
23,m,447,2,2,3.8,0.990476190476191,0.428571428571429,0.28,0.0869565217391304,0.347826086956522,1.0,0.333333333333333,0.296296296296296,0.0,0.313725490196078,0.00952380952380949,-0.0952380952380952,0.0162962962962963,-0.0869565217391304,-0.0341005967604433,0.991935483870968,0.377777777777778,0.288461538461538,0.0175438596491228,0.329896907216495,1,83.42990170779662,0.17543289467861495,0.06961724049729867,-3.121567152172655,0.0008994560794508555,-3.335069859182204,0.00042638986355331143
34,m,437,3,4,3.8,1.0,1.0,0.0,0.0,0.511627906976744,1.0,0.869565217391304,0.954545454545455,0.0106382978723404,0.911111111111111,0.0,-0.130434782608696,0.954545454545455,0.0106382978723404,0.399483204134367,1.0,0.933333333333333,0.488372093023256,0.00869565217391304,0.715909090909091,2,32.46415419308832,-3.6144436311197703,0.11156888614640317,-2.657720725591218,0.00393355275599605,-3.0632359303286174,0.001094786787659896
55,m,427,0,4,3.8,0.990291262135922,0.96,0.0,0.0,0.452830188679245,0.9,0.909090909090909,0.888888888888889,0.0121951219512195,0.9,-0.0902912621359223,-0.0509090909090909,0.888888888888889,0.0121951219512195,0.447169811320755,0.975609756097561,0.936170212765957,0.347826086956522,0.00909090909090909,0.645161290322581,2,57.320470434856745,-3.341669054046743,0.06776424786093382,-1.7242376255937149,0.04233247715159927,-2.286262858266391,0.011119442683852288
34,f,363,2,7,3.8,1.0,0.217391304347826,0.954545454545455,0.0555555555555556,0.577777777777778,1.0,0.9375,1.0,0.0163934426229508,0.970588235294118,0.0,0.720108695652174,0.0454545454545454,-0.0391621129326047,0.39281045751634,1.0,0.512820512820513,0.975,0.0253164556962025,0.746835443037975,1,49.25198324352903,0.6379259014142384,0.1197422822518271,-3.4856681491307713,0.0002454547929318651,-3.199567910187336,0.0006881687906173939
21,m,443,4,7,3.8,1.0,0.344827586206897,0.259259259259259,0.0357142857142857,0.303571428571429,1.0,0.956521739130435,0.777777777777778,0.0217391304347826,0.86,0.0,0.611694152923538,0.518518518518519,-0.0139751552795031,0.556428571428571,1.0,0.615384615384615,0.518518518518518,0.025,0.566037735849057,2,73.64237459805473,-1.1853912550605723,0.08261145467990427,-2.8376701303406398,0.002272206055029591,-3.149651927741664,0.0008173254500355442
