age,gender,n_trials,n_force_wrong,n_missed,bonus_payment,percent_accept_A1,percent_accept_A2,percent_accept_A3,percent_accept_A4,percent_accept_A2_A3,percent_accept_B1,percent_accept_B2,percent_accept_B3,percent_accept_B4,percent_accept_B2_B3,percent_accept_B1_min_A1,percent_accept_B2_min_A2,percent_accept_B3_min_A3,percent_accept_B4_min_A4,percent_accept_B2_B3_min_A2_A3,percent_accept_AB1,percent_accept_AB2,percent_accept_AB3,percent_accept_AB4,percent_accept_AB2_AB3,order_condition,liks,intercept,beta,learning_rate_reward_raw,learning_rate_reward_transformed,learning_rate_delay_raw,learning_rate_delay_transformed,accept_AB_prev1,accept_AB_prev23,accept_AB_prev4,accept_A_prev1,accept_A_prev23,accept_A_prev4,accept_B_prev1,accept_B_prev23,accept_B_prev4,accept_A1_prev1,accept_A1_prev23,accept_A1_prev4,accept_A23_prev1,accept_A23_prev23,accept_A23_prev4,accept_A4_prev1,accept_A4_prev23,accept_A4_prev4,accept_B1_prev1,accept_B1_prev23,accept_B1_prev4,accept_B23_prev1,accept_B23_prev23,accept_B23_prev4,accept_B4_prev1,accept_B4_prev23,accept_B4_prev4,av_reward_est_A,av_reward_est_B,av_reward_est_both,av_reward_arithmetic_A,av_reward_arithmetic_B,av_reward_arithmetic_both
23,M,434,4,4,3.8,0.98936170212766,0,0.15,0.037037037037037,0.075,0.947368421052632,0.592592592592593,0.761904761904762,0.134020618556701,0.666666666666667,-0.0419932810750281,0.592592592592593,0.611904761904762,0.096983581519664,0.591666666666667,0.982300884955752,0.340425531914894,0.463414634146341,0.112903225806452,0.397727272727273,2,106.550941770629,0.491858706011832,0.0632528830802591,-1.65439359266275,0.0490237837424926,-1.72832888080498,0.0419646390087571,0.357951329937748,0.59375,0.568287037037037,0.505376344086022,0.75,0.740740740740741,0.210526315789474,0.4375,0.395833333333333,1,0.966666666666667,1,0.0384615384615385,0,0.222222222222222,0,0.0476190476190476,0,NaN,0.909090909090909,1,0.6,0.555555555555556,0.705882352941177,0.0714285714285714,0.428571428571429,0.428571428571429,12.1896263271354,5.59213203759185,8.86042920871955,7.17090297064106,4.62379492083696,5.88559306243222
32,f,480,3,2,3.8,0.980769230769231,0.96,0,0.0833333333333333,0.470588235294118,1,1,0,0,0.464285714285714,0.0192307692307693,0.04,0,-0.0833333333333333,-0.00630252100840334,0.985294117647059,0.980392156862745,0,0.0147058823529412,0.467289719626168,1,30.7176161199046,-6.05282366437325,0.0409872214714542,-1.76352487194168,0.0389060030962918,-3.08080040920324,0.00103222491690941,0.437348300970874,0.55650623885918,0.410714285714286,0.718446601941748,0.803921568627451,0.5,0.15625,0.309090909090909,0.321428571428571,1,0.972222222222222,0.923076923076923,0.513513513513513,0.833333333333333,0,0.0833333333333333,0.0833333333333333,0,1,1,1,0.363636363636364,0.444444444444444,0.514285714285714,0,0,0,51.7537890217784,43.6823338609468,47.4944459289912,11.9728980498263,10.2782843145734,11.0786427805635
37,m,409,2,5,3.9,0.989130434782609,0.9,0.818181818181818,0.0416666666666667,0.857142857142857,0.904761904761905,0.523809523809524,1,0.021978021978022,0.761904761904762,-0.0843685300207039,-0.376190476190476,0.181818181818182,-0.0196886446886447,-0.0952380952380952,0.973451327433628,0.707317073170732,0.906976744186046,0.0260869565217391,0.80952380952381,2,77.9117472753234,-0.384634717097092,0.0817971814667123,-3.50569521578724,0.000227708197041321,-3.55491978492071,0.000189047210181037,0.562271062271062,0.539198606271777,0.639652014652015,0.791208791208791,0.785714285714286,0.916666666666667,0.333333333333333,0.292682926829268,0.362637362637363,0.98,1,1,0.846153846153846,1,0.666666666666667,0.0666666666666667,0,0,1,1,0.866666666666667,1,0.777777777777778,0.703703703703704,0,0,0.0714285714285714,8.23021413094663,7.98639968491455,8.10986982104617,7.52414763245715,5.08381605305976,6.31962499390844
31,m,421,1,3,3.9,1,0.833333333333333,0.0454545454545455,0.136363636363636,0.456521739130435,1,0.875,1,0.043956043956044,0.948717948717949,0,0.0416666666666666,0.954545454545455,-0.0924075924075924,0.492196209587514,1,0.85,0.533333333333333,0.0619469026548673,0.682352941176471,2,69.8031325576881,-2.20130729950634,0.0759679106542005,-2.08543054232854,0.018515118430252,-2.37752206948816,0.00871469997611113,0.551484230055659,0.532329988851728,0.642424242424242,0.693877551020408,0.782608695652174,0.818181818181818,0.409090909090909,0.282051282051282,0.466666666666667,1,1,1,0.379310344827586,0.6,0.571428571428571,0.2,0,0,NaN,1,1,1,1,0.925925925925926,0.133333333333333,0.0666666666666667,0.0666666666666667,17.6287997194243,9.66799593660167,13.8355640611514,7.56993361582732,5.56048459307469,6.61245320373203
39,m,422,4,11,3.8,1,0.04,0.461538461538462,0,0.254901960784314,1,0.454545454545455,0.842105263157895,0.0759493670886076,0.634146341463415,0,0.414545454545455,0.380566801619433,0.0759493670886076,0.379244380679101,1,0.234042553191489,0.622222222222222,0.0588235294117647,0.423913043478261,2,83.7777751980289,1.52162615961731,0.0824656445563364,-2.03941590666874,0.020704268100291,-1.93363600300202,0.0265789486999043,0.414772727272727,0.549512195121951,0.522289488167309,0.602272727272727,0.66,0.652173913043478,0.227272727272727,0.439024390243902,0.392405063291139,1,1,1,0.214285714285714,0.333333333333333,0.272727272727273,0,0,0,NaN,1,1,0.666666666666667,0.6,0.633333333333333,0.0625,0.1875,0.0625,8.04576280178768,3.80347768036346,6.05675699075927,6.98234238607859,4.70525061832964,5.91472231136351
23,m,447,2,2,3.8,0.990476190476191,0.428571428571429,0.28,0.0869565217391304,0.347826086956522,1,0.333333333333333,0.296296296296296,0,0.313725490196078,0.00952380952380949,-0.0952380952380952,0.0162962962962963,-0.0869565217391304,-0.0341005967604433,0.991935483870968,0.377777777777778,0.288461538461538,0.0175438596491228,0.329896907216495,1,83.4299017077966,0.175432894678615,0.0696172404972987,-3.12156715217266,0.000899456079450855,-3.3350698591822,0.000426389863553311,0.369123931623932,0.476342710997442,0.48494983277592,0.682692307692308,0.717391304347826,0.739130434782609,0.0555555555555556,0.235294117647059,0.230769230769231,1,1,0.9375,0.428571428571429,0.181818181818182,0.285714285714286,0.0555555555555556,0.0555555555555556,0,NaN,1,1,0.166666666666667,0.181818181818182,0.363636363636364,0,0,0,10.5251039243582,11.861462620019,11.1673539243623,11.8588244907278,10.2776324310902,11.0989083068422
34,m,437,3,4,3.8,1,1,0,0,0.511627906976744,1,0.869565217391304,0.954545454545455,0.0106382978723404,0.911111111111111,0,-0.130434782608696,0.954545454545455,0.0106382978723404,0.399483204134367,1,0.933333333333333,0.488372093023256,0.00869565217391304,0.715909090909091,2,32.4641541930883,-3.61444363111977,0.111568886146403,-2.65772072559122,0.00393355275599605,-3.06323593032862,0.0010947867876599,0.564114832535885,0.577431289640592,0.65450861195542,0.673684210526316,0.813953488372093,0.904761904761905,0.454545454545455,0.340909090909091,0.404255319148936,1,1,1,0.392857142857143,0.625,0.857142857142857,0,0,0,1,1,1,1,0.909090909090909,0.884615384615385,0.0769230769230769,0,0,19.2523172223914,11.1668988781987,15.1970139407247,7.58832029869692,5.50852882019568,6.54518500885673
55,m,427,0,4,3.8,0.990291262135922,0.96,0,0,0.452830188679245,0.9,0.909090909090909,0.888888888888889,0.0121951219512195,0.9,-0.0902912621359223,-0.0509090909090909,0.888888888888889,0.0121951219512195,0.447169811320755,0.975609756097561,0.936170212765957,0.347826086956522,0.00909090909090909,0.645161290322581,2,57.3204704348567,-3.34166905404674,0.0677642478609338,-1.72423762559371,0.0423324771515993,-2.28626285826639,0.0111194426838523,0.478921568627451,0.514858490566038,0.632936507936508,0.607843137254902,0.754716981132076,0.821428571428571,0.35,0.275,0.444444444444444,0.98,1,1,0.371428571428571,0.428571428571429,0.727272727272727,0,0,0,1,0.888888888888889,0.9,0.75,1,0.931034482758621,0,0.0909090909090909,0,27.2472632316701,13.875683473815,21.422832784997,7.3060193117762,4.92634062735137,6.26947215475679
34,f,363,2,7,3.8,1,0.217391304347826,0.954545454545455,0.0555555555555556,0.577777777777778,1,0.9375,1,0.0163934426229508,0.970588235294118,0,0.720108695652174,0.0454545454545454,-0.0391621129326047,0.39281045751634,1,0.512820512820513,0.975,0.0253164556962025,0.746835443037975,1,49.251983243529,0.637925901414238,0.119742282251827,-3.48566814913077,0.000245454792931865,-3.19956791018734,0.000688168790617394,0.626376988984088,0.496212121212121,0.706739526411658,0.779069767441861,0.659090909090909,0.888888888888889,0.473684210526316,0.333333333333333,0.524590163934426,1,1,1,0.653846153846154,0.272727272727273,0.75,0,0.1,0,1,1,1,1,0.833333333333333,1,0,0,0,7.16939160616771,5.18409394771234,6.30884433216044,11.527019944261,9.80920017724926,10.7824136574194
21,m,443,4,7,3.8,1,0.344827586206897,0.259259259259259,0.0357142857142857,0.303571428571429,1,0.956521739130435,0.777777777777778,0.0217391304347826,0.86,0,0.611694152923538,0.518518518518519,-0.0139751552795031,0.556428571428571,1,0.615384615384615,0.518518518518518,0.025,0.566037735849057,2,73.6423745980547,-1.18539125506057,0.0826114546799043,-2.83767013034064,0.00227220605502959,-3.14965192774166,0.000817325450035544,0.519489247311828,0.5125,0.592185592185592,0.580645161290323,0.625,0.777777777777778,0.458333333333333,0.4,0.406593406593407,1,1,1,0.25,0.384615384615385,0.428571428571429,0,0.0833333333333333,0,NaN,1,1,1,0.909090909090909,0.777777777777778,0,0.153846153846154,0,14.9654106186442,9.67804436891355,12.406510334518,7.41357068341097,5.53418048174289,6.50401157706432
