sub,liks
1,46.85126770024288
2,58.14517050252479
3,84.62080405785208
4,92.95882547941433
5,83.99144155764665
6,69.3126343822679
9,66.96001559090256
11,57.962727972544094
12,64.83393210812626
13,103.3715996176637
14,129.09441560250684
17,85.2298594879774
18,104.69005614215219
19,63.18922786202329
20,107.32392814162729
21,81.99443420590599
22,91.31021812974302
24,81.29221683453055
28,58.612303660820686
29,115.31078627479691
31,53.07021587986917
32,107.76093257874341
34,52.76851545191043
37,63.348786457364476
42,59.22197232206904
43,73.32280174504473
44,59.0955340369371
45,65.10708479426255
46,76.05435491985718
47,97.43892580305724
48,46.91034340003654
49,97.02428691402892
50,65.46940833474295
51,64.01822377307548
52,59.42054057192062
57,42.992662409678346
58,105.76705909740419
59,109.97018122707243
