sub,liks
1,102.8776909
3,110.5282061
4,110.3532412
6,82.11179039
8,80.63967704
9,86.49800373
10,60.59146985
12,89.30158295
13,72.41788326
14,90.53631372
15,131.9772511
16,56.09578616
17,128.6566858
18,57.64177074
19,90.51407917
21,102.0968457
23,75.28297788
25,76.0428851
27,85.47774283
29,63.06680543
30,70.37004453
31,90.04181199
32,143.4323542
33,70.17258402
34,82.52584157
35,95.48813071
36,101.1530919
37,82.17960207
39,118.6349615
40,102.4931222
41,107.3514599
43,113.3940673
49,99.74001535
50,83.49025273
52,104.0178078
54,100.974946
56,129.2290754
60,122.0905602
61,98.41817107
62,89.14156932
