sub,liks
1,49.21933341110126
2,60.78385776829022
3,83.22848344822145
4,74.55814470098032
5,86.62238402529155
6,60.69218970316149
9,59.890276693357826
11,59.38457596096952
12,57.737349720482264
13,71.00338769051818
14,102.77061644133894
17,69.17047395868295
18,109.47910051669251
19,60.281302548525396
20,94.4882949334695
21,73.35182927199752
22,89.39867324139541
24,71.91604715281522
28,45.078258048278876
29,116.45060681617844
31,46.46655604045911
32,96.22712380101443
34,42.316213765325884
37,44.026453777965244
42,54.59791370637876
43,34.95631945296152
44,65.69990664359992
45,61.35208372015063
46,61.46919950128991
47,102.2551301796733
48,46.1847918747
49,121.6292118862421
50,60.74727301038263
51,62.8458199057374
52,54.7505139056419
57,29.66987218893935
58,90.30564758256563
59,100.2045701180483
