sub,liks
1,104.76856390295679
3,140.35704271021726
4,96.5843748848681
6,86.07758744507625
8,84.62900826070769
9,107.02134740209962
10,65.47799047141964
12,92.23115853979998
13,61.477240693839434
14,89.93931123756285
15,124.01099847852352
16,59.18430015004168
17,151.5164794565853
18,63.44094468057433
19,118.46949069945363
21,121.03891027242891
23,80.64371161537511
25,85.60290407450323
27,87.99871103590606
29,58.2562070718555
30,93.68124818469751
31,111.67083251960447
32,147.64754369352002
33,85.57331606677855
34,82.12233666762349
35,147.41124342563808
36,61.52387502019556
37,80.51919673732132
39,165.48474538099836
40,136.0047626916718
41,103.79125792110142
43,134.25538712552313
49,115.20177330841668
50,119.52596314334308
52,107.7482035214037
54,105.33475443047328
56,153.739528316957
60,82.92060609756953
61,108.43803126673322
62,66.9171430364801
