sub,liks
2,31.253470279305635
3,72.82505912150586
4,48.300293556767755
5,72.39161771329316
6,57.43323894052217
8,83.63061286147025
9,65.57322377677617
10,55.08623174593264
11,61.2898334765779
12,55.75774441174462
13,61.03882474811437
14,42.11764680977273
15,61.30963612106065
16,47.59321072705417
17,71.4407667786172
18,58.88303464129564
20,91.72213756960439
21,71.07932058480002
22,80.9471739090942
23,42.79759518933752
25,71.1794457221653
28,94.92652420425392
29,75.01835086479876
31,74.13953564400025
33,40.315893290061496
34,78.2189415412405
35,83.72956844921363
36,84.36593700432107
37,72.84297227715425
39,70.15349747160107
41,97.63941137161154
42,87.78828623355056
43,57.90997286249349
44,67.46527199167517
45,81.18579928042415
47,60.861454600333325
53,68.88560162765002
55,66.0572017183747
