age,gender,n_trials,n_force_wrong,n_missed,bonus_payment,percent_accept_A1,percent_accept_A2,percent_accept_A3,percent_accept_A4,percent_accept_A2_A3,percent_accept_B1,percent_accept_B2,percent_accept_B3,percent_accept_B4,percent_accept_B2_B3,percent_accept_B1_min_A1,percent_accept_B2_min_A2,percent_accept_B3_min_A3,percent_accept_B4_min_A4,percent_accept_B2_B3_min_A2_A3,percent_accept_AB1,percent_accept_AB2,percent_accept_AB3,percent_accept_AB4,percent_accept_AB2_AB3,order_condition,liks,intercept,beta,learning_rate_raw,learning_rate_transformed,accept_AB_prev1,accept_AB_prev23,accept_AB_prev4,accept_A_prev1,accept_A_prev23,accept_A_prev4,accept_B_prev1,accept_B_prev23,accept_B_prev4,accept_A1_prev1,accept_A1_prev23,accept_A1_prev4,accept_A23_prev1,accept_A23_prev23,accept_A23_prev4,accept_A4_prev1,accept_A4_prev23,accept_A4_prev4,accept_B1_prev1,accept_B1_prev23,accept_B1_prev4,accept_B23_prev1,accept_B23_prev23,accept_B23_prev4,accept_B4_prev1,accept_B4_prev23,accept_B4_prev4,av_reward_est_A,av_reward_est_B,av_reward_est_both,av_reward_arithmetic_A,av_reward_arithmetic_B,av_reward_arithmetic_both
26,m,306,2,2,2.8,1,0,0,0.0952380952380952,0,0.933333333333333,0.533333333333333,0.9375,0.0508474576271186,0.741935483870968,-0.0666666666666667,0.533333333333333,0.9375,-0.0443906376109766,0.741935483870968,0.989247311827957,0.266666666666667,0.454545454545455,0.0625,0.365079365079365,2,60.4828378842345,1.02357399275055,0.0757446546929482,-1.97659262630841,0.0240438481578272,0.428205128205128,0.511458333333333,0.503389830508475,0.58974358974359,0.65625,0.6,0.266666666666667,0.366666666666667,0.406779661016949,1,1,1,0,0,0,0.166666666666667,0,0,NaN,1,0.875,0.666666666666667,0.6,0.8,0,0.222222222222222,0.111111111111111,10.7330762349895,5.48419329543146,8.39776814747429,7.8493079055939,5.57797134692657,6.83875562313598
41,m,257,0,0,2.7,1,1,0.0588235294117647,0,0.542857142857143,1,1,1,0.0612244897959184,1,0,0,0.941176470588235,0.0612244897959184,0.457142857142857,1,1,0.36,0.0461538461538462,0.703703703703704,2,42.7096430446639,-0.44100511594801,0.0966421973999074,-1.93442166283801,0.0265306525573047,0.486352357320099,0.55,0.661989795918367,0.741935483870968,0.6,0.875,0.230769230769231,0.5,0.448979591836735,1,1,1,0.65,0.3,0.6,0,0,0,NaN,1,1,1,1,1,0,0.1,0.2,10.8844083690725,5.8199027948735,8.78069066902062,8.18875575107003,5.3611848633009,7.01422630538131
48,m,313,8,14,2.8,1,1,0.157894736842105,0,0.529411764705882,1,0.705882352941177,0.769230769230769,0,0.733333333333333,0,-0.294117647058823,0.611336032388664,0,0.203921568627451,1,0.84375,0.40625,0,0.625,2,61.7947493590153,0.634945135995216,0.084608473910107,-2.04036153794287,0.0206571648830962,0.516901408450704,0.497058823529412,0.615476190476191,0.633802816901408,0.794117647058823,0.85,0.4,0.2,0.380952380952381,1,1,1,0.541666666666667,0.571428571428571,0,0,0,0,1,1,1,0.714285714285714,1,0.666666666666667,0,0,0,9.67466921754488,4.97710870689663,7.49580072537186,7.05042964690987,5.12982425885021,6.1595956584056
34,m,303,3,6,2.8,1,0.176470588235294,0.0625,0.0555555555555556,0.121212121212121,1,1,0.888888888888889,0.0175438596491228,0.931034482758621,0,0.823529411764706,0.826388888888889,-0.0380116959064327,0.809822361546499,1,0.5,0.5,0.0266666666666667,0.5,1,46.2905170789785,0.783667041620318,0.088691969502695,-2.35461454679144,0.00927096398653132,0.51984126984127,0.408568443051202,0.666666666666667,0.53968253968254,0.575757575757576,0.833333333333333,0.5,0.241379310344828,0.5,1,1,1,0.181818181818182,0,0,0.0833333333333333,0,0,1,1,1,1,1,0.894736842105263,0,0.125,0,10.0583143708091,5.75263323157112,8.03444581688156,11.1781529689945,9.62671117130462,10.4489038290665
25,m,264,1,2,2.7,0.980392156862745,1,0.846153846153846,0.153846153846154,0.92,1,1,1,0.0307692307692308,1,0.0196078431372549,0,0.153846153846154,-0.123076923076923,0.08,0.985294117647059,1,0.923076923076923,0.0512820512820513,0.962264150943396,2,75.5288978653701,1.63455551097153,0.073426038491745,0.542161313549417,0.706146308292488,0.615882352941176,0.596428571428571,0.71875,0.82,0.8,1,0.411764705882353,0.392857142857143,0.4375,0.96551724137931,1,1,0.857142857142857,1,1,0.142857142857143,0.142857142857143,0,1,1,1,1,1,1,0,0.1,0,3.20317596018136,1.51682642731766,2.27102295206574,7.33583546045135,5.25581355164499,6.18607460633728
42,f,355,6,5,2.7,0.958333333333333,0,0.115384615384615,0,0.0612244897959184,1,0.0476190476190476,0.666666666666667,0.027027027027027,0.333333333333333,0.0416666666666666,0.0476190476190476,0.551282051282051,0.027027027027027,0.272108843537415,0.965909090909091,0.0227272727272727,0.340909090909091,0.0206185567010309,0.181818181818182,2,60.5455926969444,2.43630620814937,0.0830874383565771,-2.24249461385086,0.0124647115143143,0.263644366197183,0.388278388278388,0.361226920786182,0.464788732394366,0.571428571428571,0.434782608695652,0.0625,0.205128205128205,0.287671232876712,1,0.931034482758621,0.909090909090909,0.04,0.0833333333333333,0,0,0,0,NaN,1,1,0.25,0.428571428571429,0.321428571428571,0,0,0.0833333333333333,9.78059302629335,4.97062383518431,7.50775044148358,6.9988209467989,5.02646634622423,6.06682921246142
37,f,333,6,7,2.6,0.951612903225806,0.4,0.384615384615385,0.230769230769231,0.392857142857143,1,0,0,0,0,0.0483870967741935,-0.4,-0.384615384615385,-0.230769230769231,-0.392857142857143,0.96551724137931,0.171428571428571,0.142857142857143,0.0294117647058824,0.157142857142857,1,69.1743143381528,1.87663697661872,0.0705287860144687,-3.26188838899028,0.000553363543802865,0.36258064516129,0.498644986449864,0.54019014693172,0.645161290322581,0.777777777777778,0.923076923076923,0.08,0.219512195121951,0.157303370786517,0.939393939393939,1,1,0.380952380952381,0.25,0.666666666666667,0.125,0.25,0,1,1,1,0,0,0,0,0,0,7.97283433554369,7.72348615830481,7.82264778863533,9.08327089942505,8.97877602894441,9.02033190407763
41,m,307,4,4,2.8,1,0,0.176470588235294,0.235294117647059,0.0909090909090909,1,0,0.714285714285714,0,0.333333333333333,0,0,0.53781512605042,-0.235294117647059,0.242424242424242,1,0,0.419354838709677,0.0571428571428571,0.206349206349206,1,53.3696745950487,1.48598547406368,0.0786568531355366,-2.75960881631495,0.0028935305335831,0.469230769230769,0.421630094043887,0.416759156492786,0.630769230769231,0.636363636363636,0.588235294117647,0.307692307692308,0.206896551724138,0.245283018867925,1,1,1,0.105263157894737,0,0.125,0.3,0.1,0,NaN,1,1,0.8,0.142857142857143,0.294117647058824,0,0,0,9.148408365614,7.29628498259082,8.30971098462236,10.8204849460349,9.90284946254273,10.4049518969064
23,m,323,1,4,2.7,1,0.230769230769231,0.25,0.142857142857143,0.241379310344828,0.9375,0.0588235294117647,0.45,0,0.27027027027027,-0.0625,-0.171945701357466,0.2,-0.142857142857143,0.0288909599254427,0.987951807228916,0.133333333333333,0.361111111111111,0.0202020202020202,0.257575757575758,1,54.6926262928475,1.68450856367977,0.0818771585561975,-2.86357326053021,0.00209445966705929,0.364583333333333,0.414272030651341,0.504621848739496,0.666666666666667,0.689655172413793,0.785714285714286,0.0625,0.138888888888889,0.223529411764706,1,1,1,0.3,0,0.25,0.2,0,0,NaN,0.8,1,0.5,0.166666666666667,0.275862068965517,0,0,0,8.78108765138682,7.40184523383812,8.0136059835573,10.7058522462531,9.51794756851574,10.0448407723508
31,m,327,2,2,2.9,1,0,0,0,0,1,1,1,0.0273972602739726,1,0,1,1,0.0273972602739726,1,1,0.428571428571429,0.46875,0.021505376344086,0.447761194029851,2,42.2528895512239,1.01802715039575,0.0971918311414804,-1.84232796801264,0.0327135955769808,0.349206349206349,0.460810810810811,0.561111111111111,0.555555555555556,0.621621621621622,0.65,0.142857142857143,0.3,0.472222222222222,1,1,1,0,0,0,0,0,0,NaN,1,1,1,1,1,0,0.0833333333333333,0.0833333333333333,10.5503791704704,5.5439334217236,8.26227701186346,7.64524369496187,5.2098385326813,6.53218742938832
50,f,202,4,5,2.5,0.9375,1,1,0.818181818181818,1,1,0.777777777777778,0.777777777777778,0.51219512195122,0.777777777777778,0.0625,-0.222222222222222,-0.222222222222222,-0.305986696230599,-0.222222222222222,0.95,0.9,0.894736842105263,0.576923076923077,0.897435897435897,2,75.4103841487399,0.35669308231371,0.0449449132845788,1.41335970439007,0.92122500632711,0.884751773049645,0.829131652661064,0.747228381374723,0.936170212765957,0.952380952380952,0.909090909090909,0.833333333333333,0.705882352941177,0.585365853658537,0.933333333333333,1,0.857142857142857,1,1,1,0.75,1.5,0,NaN,1,1,1,1,0.666666666666667,0.75,0.625,1.25,0.297568819149045,0.153221443998124,0.229696874541659,6.01203005647065,4.01856519043812,5.07470551681297
30,f,294,0,5,2.6,0.946428571428571,0.0833333333333333,0.3,0.1875,0.181818181818182,1,0.75,0.666666666666667,0.0923076923076923,0.705882352941177,0.0535714285714286,0.666666666666667,0.366666666666667,-0.0951923076923077,0.524064171122995,0.957142857142857,0.464285714285714,0.535714285714286,0.111111111111111,0.5,1,83.1143638694394,0.607548849477572,0.0557234099648794,-2.55048304099809,0.00537868788049822,0.479220779220779,0.560606060606061,0.395192307692308,0.672727272727273,0.727272727272727,0.375,0.285714285714286,0.393939393939394,0.415384615384615,0.96875,0.888888888888889,1,0.272727272727273,0,0.1,0.25,0,0,NaN,1,1,0.666666666666667,0.666666666666667,0.727272727272727,0,0.25,0.5,8.63929532561358,6.14174864852474,7.27590027966653,9.57435391519993,8.82189072336701,9.16358898439258
33,m,248,5,6,2.6,1,0.833333333333333,1,0.833333333333333,0.91304347826087,1,1,1,0.0952380952380952,1,0,0.166666666666667,0,-0.738095238095238,0.0869565217391305,1,0.923076923076923,1,0.213333333333333,0.959183673469388,1,75.9359705585016,1.82362346646211,0.0779562098101697,1.3810789060902,0.916372649709127,0.696428571428571,0.687290969899666,0.668010752688172,0.976190476190476,0.91304347826087,0.916666666666667,0.416666666666667,0.461538461538462,0.419354838709677,1,1,1,0.909090909090909,0.8,1,1,0.428571428571429,0,NaN,1,1,1,1,1,0.222222222222222,0.222222222222222,0.222222222222222,0.294694743885738,0.154124903067946,0.215378800184079,8.88483439497354,8.53304683398373,8.68633973765527
37,f,272,2,3,2.7,1,0.533333333333333,0.818181818181818,0.333333333333333,0.653846153846154,1,0.9375,0.933333333333333,0,0.935483870967742,0,0.404166666666667,0.115151515151515,-0.333333333333333,0.281637717121588,1,0.741935483870968,0.884615384615385,0.0526315789473684,0.807017543859649,1,47.4718408416504,-0.541126733192892,0.0800259399910192,-3.20180404488189,0.000682849328986934,0.5,0.603598014888337,0.696732954545455,0.75,0.884615384615385,0.909090909090909,0.25,0.32258064516129,0.484375,1,1,1,0.6,1,0.666666666666667,0,0.6,0.2,1,1,1,1,1,0.904761904761905,0,0,0,7.9906257847343,7.89765329441875,7.93907668119301,9.60890424270644,9.43888746419726,9.51463751402808
25,m,273,0,0,2.7,1,1,0.666666666666667,0,0.8,1,1,0.9375,0.0327868852459016,0.96551724137931,0,0,0.270833333333333,0.0327868852459016,0.16551724137931,1,1,0.806451612903226,0.0273972602739726,0.888888888888889,2,38.0013525520346,-0.60381685131107,0.0862939139799028,-3.81260233491318,6.87556320161931e-05,0.580238726790451,0.527142857142857,0.754098360655738,0.775862068965517,0.84,1,0.384615384615385,0.214285714285714,0.508196721311475,1,1,1,0.733333333333333,0.8,1,0,0,0,1,1,1,1,1,0.954545454545455,0.111111111111111,0,0.111111111111111,7.71344991563037,7.70337055183006,7.7082329584875,7.6191198185454,5.25033304874457,6.39306435477914
21,male,293,0,1,2.7,1,0.733333333333333,0.277777777777778,0.0625,0.484848484848485,0.833333333333333,0.941176470588235,0.933333333333333,0.142857142857143,0.9375,-0.166666666666667,0.207843137254902,0.655555555555556,0.0803571428571428,0.452651515151515,0.973684210526316,0.84375,0.575757575757576,0.126582278481013,0.707692307692308,2,79.2618245584955,0.0446035001212887,0.0693017933287395,-2.22862487470553,0.0129194372827601,0.591269841269841,0.582386363636364,0.632056451612903,0.682539682539683,0.727272727272727,0.8125,0.5,0.4375,0.451612903225806,1,1,1,0.5,0.5,0.4,0.111111111111111,0,0,1,1,0.666666666666667,1,1,0.916666666666667,0.25,0.5,0.25,9.77965258509751,4.99002867438618,7.45015368306973,7.19116147858833,4.55166732977122,5.9074075062091
44,f,299,1,3,2.6,0.892857142857143,0.0588235294117647,0.733333333333333,0.111111111111111,0.375,1,0.555555555555556,0.941176470588235,0.0142857142857143,0.742857142857143,0.107142857142857,0.496732026143791,0.207843137254902,-0.0968253968253968,0.367857142857143,0.916666666666667,0.314285714285714,0.84375,0.0340909090909091,0.567164179104478,1,79.7908730669492,0.717412029403838,0.0624938382900879,-2.75360097111511,0.00294717925025284,0.4375,0.468216318785579,0.442857142857143,0.625,0.612903225806452,0.5,0.25,0.323529411764706,0.385714285714286,0.931034482758621,0.882352941176471,0.777777777777778,0.4375,0.428571428571429,0.222222222222222,0.0909090909090909,0.0909090909090909,0,NaN,1,1,0.666666666666667,0.571428571428571,0.818181818181818,0,0,0,8.33813620446536,6.86315303067093,7.55191169332384,9.21987952862773,8.69107352331073,8.9380049619169
25,m,286,5,16,2.6,1,0.75,0.785714285714286,0.153846153846154,0.772727272727273,0.933333333333333,0.333333333333333,0.333333333333333,0.0579710144927536,0.333333333333333,-0.0666666666666667,-0.416666666666667,-0.452380952380952,-0.0958751393534002,-0.439393939393939,0.985507246376812,0.461538461538462,0.551724137931034,0.0731707317073171,0.509090909090909,1,97.928655484131,2.48722901378905,0.0552886132142167,1.13605485028857,0.872033195361923,0.477358490566038,0.553030303030303,0.625,0.754716981132076,0.863636363636364,1,0.2,0.242424242424242,0.25,1,1,1,0.75,0.666666666666667,1,0.1,0.1,0,NaN,0.833333333333333,1,0.75,0.25,0.25,0,0.181818181818182,0.181818181818182,0.672385837664833,0.270821242331649,0.44431274225715,10.5412897905821,8.5993073026286,9.43831915422015
34,m,339,3,5,2.8,1,0.0588235294117647,0.05,0.0588235294117647,0.0540540540540541,0.894736842105263,0.611111111111111,0.476190476190476,0.0147058823529412,0.538461538461538,-0.105263157894737,0.552287581699346,0.426190476190476,-0.0441176470588235,0.484407484407484,0.979166666666667,0.342857142857143,0.268292682926829,0.0235294117647059,0.302631578947368,1,71.5253787734626,1.34821115397046,0.0734832758740913,-2.81425311906425,0.0024445357612391,0.335526315789474,0.535561877667141,0.602941176470588,0.513157894736842,0.702702702702703,0.882352941176471,0.157894736842105,0.368421052631579,0.323529411764706,1,1,1,0.0740740740740741,0,0,0.0769230769230769,0,0,1,1,0.857142857142857,0.285714285714286,0.642857142857143,0.555555555555556,0,0.0909090909090909,0,9.06431070357139,7.42026927609809,8.25828261072455,11.2587572122069,9.97110876263684,10.62745875055
26,F,290,2,3,2.8,1,0.944444444444444,0.368421052631579,0.0526315789473684,0.648648648648649,1,0.933333333333333,0.818181818181818,0.0980392156862745,0.884615384615385,0,-0.0111111111111111,0.449760765550239,0.0454076367389061,0.235966735966736,1,0.939393939393939,0.533333333333333,0.0857142857142857,0.746031746031746,2,67.8777865243275,-0.11935119820522,0.0738222292736122,-2.74093821765773,0.00306320130066401,0.520432692307692,0.575854700854701,0.712074303405573,0.65625,0.805555555555556,0.894736842105263,0.384615384615385,0.346153846153846,0.529411764705882,1,1,1,0.565217391304348,0.714285714285714,0.833333333333333,0.0769230769230769,0,0,NaN,1,1,1,0.666666666666667,0.894736842105263,0.111111111111111,0.111111111111111,0.222222222222222,8.52156429570607,5.69007690110066,7.30040148571038,7.35492722724499,4.20464073900767,5.99627286501942
39,m,308,7,10,2.6,0.964912280701754,0.529411764705882,0.294117647058824,0.153846153846154,0.411764705882353,0.9375,0.117647058823529,0.470588235294118,0.0163934426229508,0.294117647058824,-0.0274122807017544,-0.411764705882353,0.176470588235294,-0.137452711223203,-0.117647058823529,0.958904109589041,0.323529411764706,0.382352941176471,0.0405405405405405,0.352941176470588,1,75.8513305389123,1.1250173101627,0.0625606356799313,-3.62087770305995,0.000146802642302157,0.397321428571429,0.470588235294118,0.487820512820513,0.607142857142857,0.794117647058823,0.692307692307692,0.1875,0.147058823529412,0.283333333333333,0.962962962962963,0.958333333333333,1,0.35,0.428571428571429,0.5,0.111111111111111,0.111111111111111,0,NaN,1,0.909090909090909,0.4,0.2,0.291666666666667,0.0909090909090909,0,0,7.80643943916591,7.7123324332766,7.75785396170678,9.13139073999206,8.46911995741374,8.78947419642837
24,m,315,4,9,2.7,1,0.833333333333333,0.266666666666667,0.25,0.575757575757576,1,1,0.05,0,0.512820512820513,0,0.166666666666667,-0.216666666666667,-0.25,-0.062937062937063,1,0.918918918918919,0.142857142857143,0.0487804878048781,0.541666666666667,1,85.9249715286774,0.360814148072067,0.0596142652005865,-3.48245450868987,0.000248419814347811,0.434587813620072,0.497208931419458,0.610795454545455,0.758064516129032,0.757575757575758,0.8125,0.111111111111111,0.236842105263158,0.409090909090909,1,1,1,0.5,0.5,0.777777777777778,0.3,0,0,NaN,1,1,0.285714285714286,0.285714285714286,0.666666666666667,0,0,0,7.87379216434729,7.74537634866367,7.8065787799682,9.92185173746534,9.03620127683453,9.45829851764581
35,f,310,3,2,2.8,1,0.2,0.0526315789473684,0.0625,0.117647058823529,1,0.75,0.666666666666667,0.0317460317460317,0.714285714285714,0,0.55,0.614035087719298,-0.0307539682539683,0.596638655462185,1,0.514285714285714,0.323529411764706,0.0379746835443038,0.420289855072464,2,57.6219434639712,1.07570435348476,0.0842429994150541,-1.71267855090252,0.0433858466322488,0.426560121765601,0.568487394957983,0.498991935483871,0.575342465753425,0.794117647058823,0.5625,0.277777777777778,0.342857142857143,0.435483870967742,1,1,1,0.181818181818182,0,0,0,0,0,1,1,1,0.666666666666667,0.75,0.7,0,0.181818181818182,0,10.0697112325572,5.21294930024769,7.7222762986076,7.39660480608669,5.55508443016817,6.50653662439274
42,f,232,0,5,2.6,1,1,0.785714285714286,0,0.888888888888889,0.916666666666667,1,1,0.195652173913043,1,-0.0833333333333334,0,0.214285714285714,0.195652173913043,0.111111111111111,0.984615384615385,1,0.884615384615385,0.152542372881356,0.942307692307692,2,67.5924375250085,0.770984585490221,0.0652068720379046,0.389354590738669,0.651493070846349,0.592948717948718,0.613425925925926,0.826086956521739,0.769230769230769,0.851851851851852,1,0.416666666666667,0.375,0.652173913043478,1,1,1,0.894736842105263,0.8,1,0,0,0,NaN,1,0.888888888888889,1,1,1,0.125,0.375,0.625,3.72068566277864,2.00229234638479,2.91030699652472,7.10536952761678,4.15043647843007,5.71184996464805
