sub,liks
2,32.6482190186998
3,71.07925181612362
4,47.42092347647926
5,99.1424603181939
6,56.989987726367815
8,81.53885364165355
9,64.40514611957359
10,53.77003357512405
11,59.74846137065319
12,54.85347808554113
13,60.48283788423451
14,42.709643044663856
15,61.794749359015334
16,46.29051707897848
17,75.52889786537008
18,60.54559269694438
20,69.17431433815277
21,53.36967459504872
22,54.69262629284753
23,42.252889551223916
25,75.4103841487399
28,83.1143638694394
29,75.93597055850161
31,47.47184084165043
33,38.00135255203457
34,79.26182455849546
35,79.79087306694919
36,97.92865548413099
37,71.5253787734626
39,67.87778652432749
41,75.85133053891226
42,85.92497152867743
43,57.62194346397123
44,67.59243752500846
45,79.64250448084573
47,59.465187006076
53,67.84000218773492
55,68.4832965010298
