sub,liks
1,106.60686929767407
3,31.517578455410792
4,76.23635840935817
6,70.0146877536186
8,84.14963876055319
9,84.0781116718048
10,30.740947929353204
12,60.643002190678956
13,43.08052660703523
14,72.75959104111698
15,60.40435416294113
16,25.782094062510197
17,119.95366439234895
18,33.33149464158324
19,77.19666341979526
21,79.38671294417325
23,52.85545898619756
25,44.154865432232405
27,54.172588108717164
29,56.310442004154865
30,33.44990023452508
31,91.95378953398364
32,101.88047516406048
33,72.39515458406801
34,67.93676389623884
35,93.45823566155316
36,26.16106733950251
37,66.58558484796608
39,65.22558511781966
40,88.57357153704754
41,77.37338596540093
43,54.48002617850322
49,101.98295807054221
50,71.06030699402119
52,54.66917488782809
54,68.74497485076003
56,127.01858382440054
60,67.87515316524264
61,93.0491681727285
62,30.15321251591892
