sub,liks
1,49.83155641
2,60.0231693
3,86.90005849
4,99.14133213
5,91.77025553
6,68.06389773
9,67.64662166
11,59.64027952
12,67.81063009
13,103.850081
14,128.8598288
17,84.45081737
18,108.2280361
19,62.88135898
20,111.7701218
21,91.06813452
22,103.858673
24,79.69309803
28,58.73331614
29,118.0666272
31,52.3576026
32,118.357605
34,51.59351834
37,62.013937
42,64.83018022
43,89.34004413
44,64.566064
45,64.23720815
46,81.72711934
47,99.30133693
48,48.59659071
49,119.9863837
50,63.93986883
51,70.96055137
52,60.29799371
57,43.34819928
58,89.21536772
59,109.9341585
