sub,intercept,beta,learning_rate_raw
1,0.8247116669830747,0.06746481341038364,-1.528930782579883
3,0.6773809757279614,0.0619214510589502,-4.0164690130163025
4,2.216335004383,0.07598663537890238,0.6313612178707797
6,0.04974418132877372,0.08548923454248028,-2.0154282479699206
8,0.9904173859293934,0.0816489263292634,-1.9713351857406456
9,1.2753699201121091,0.07624786925212075,-3.911349439021452
10,0.10102529939221594,0.10931816248270014,-2.2308437533400376
12,0.39669664982734537,0.08416064035613441,-2.028593343620384
13,2.579604326221611,0.09467211228570396,0.7018940735260065
14,0.5280476905309003,0.08195890282981766,-2.918624704010416
15,1.4366713361045507,0.05548202213996561,0.9915450092080306
16,-0.4432157824983886,0.11200011753528866,-2.0887048677202578
17,1.032081991146947,0.050643464502847756,-3.945373745450532
18,0.02399485089231704,0.10705331743693489,-2.397699757381375
19,2.4778124909584687,0.0725687828949977,-1.6636060338227854
21,1.1621164994379223,0.06700288803584603,-3.81083720420467
23,-0.13436500711267588,0.09417596799766761,-1.9165682049051331
25,1.181059456735909,0.08861318110941409,-2.750814822181106
27,0.2898172970870774,0.08632764962262796,-2.2050043277372997
29,3.9984945220094525,0.09851234369432918,1.1097665339821865
30,0.8604171648375646,0.0722182730767146,-3.936987788869218
31,0.9615225925587826,0.06919638254961848,-3.2476437498098845
32,0.6618819512600125,0.05488968127961892,-1.9184154486711487
33,2.747988120830437,0.08049546840903993,0.7106046675363497
34,0.5245906629419079,0.08296942856876006,-1.9966732897854698
35,1.9138201511272896,0.07572414843407577,-4.1037736980148765
36,1.8796883678175387,0.08915895897999394,0.8171173085736462
37,-0.0776910707586118,0.08504345817349042,-2.4731191745660692
39,0.1342175200967522,0.05724710791778855,-4.261558986267427
40,0.4393049832979725,0.06465175182270083,-3.7468431852080903
41,1.722034651214519,0.07781497844856466,-3.570280957387881
43,0.4833761088838801,0.06805488666072539,-3.6666376824358053
49,0.8797144901267683,0.06048374505218088,-3.1975356932993986
50,-0.06890879082791189,0.07054341450116552,-2.014262582427284
52,0.6480974905708723,0.0759113063135069,-2.135650908809952
54,0.6800243939515569,0.06682344253129259,-3.0296667953995655
56,0.6915507536323853,0.05439349985516647,-4.130673637689427
60,1.4146734043217364,0.05732719695196948,0.6533166876921626
61,0.5910422088201966,0.06471920100074131,-2.593093637489784
62,1.7302678055217626,0.08085161774462003,0.6771690931969414
