stderror,pvalues,covmtx_1,covmtx_2,covmtx_3,covmtx_4,covmtx_5
0.351077718,2.97E-07,0.123255564,0.000177681,-0.010632898,0.005122192,-0.031917931
0.005579314,2.52E-57,0.000177681,3.11E-05,-0.000249284,-5.93E-05,-0.00023785
0.10980764,3.61E-120,-0.010632898,-0.000249284,0.012057718,0.009045279,0.005268871
0.102320329,3.76E-183,0.005122192,-5.93E-05,0.009045279,0.01046945,0.001290022
0.220723245,0.305061225,-0.031917931,-0.00023785,0.005268871,0.001290022,0.048718751
