sub,liks
1,105.17597582832133
3,30.374000056542812
4,73.9450348243689
6,68.84728770343057
8,83.27692019115374
9,82.53203577001136
10,30.31638726896194
12,58.143322032764786
13,41.01649778229009
14,71.2082641850933
15,58.83034758465124
16,24.88119710097701
17,118.42196928296562
18,33.42752987063173
19,80.28163813844195
21,78.53519774874725
23,51.585636694335534
25,43.652062169637425
27,52.022309694736876
29,55.07579533589564
30,30.330952240504743
31,90.01155159297919
32,100.00195666107057
33,69.90276190594578
34,66.31587638860312
35,92.96442409017665
36,25.229240755101564
37,65.30950846909006
39,64.95063079704879
40,88.53411427716192
41,80.61482297090673
43,52.521056368107914
49,100.2780627009526
50,68.47293957150933
52,53.28454865666784
54,66.25265161292873
56,127.89801127485227
60,65.58760464276578
61,91.64703335078723
62,27.658485794392654
