sub,liks
2,32.12368927686407
3,70.99252053230839
4,47.180863405700094
5,99.25445513630385
6,57.019474499969455
8,81.32568125210027
9,64.47821481265477
10,53.71547688179688
11,59.745838688173585
12,54.90101135596406
13,60.54974152205211
14,41.59714576940928
15,61.79988626285687
16,46.300681036248115
17,75.95225795989398
18,60.207380669639306
20,68.26434780601505
21,53.25344175807828
22,54.47944750851035
23,42.07272779038399
25,74.19231859899179
28,83.02198366944396
29,76.3199427345561
31,48.02874002525693
33,39.03408532973995
34,79.36714955705017
35,79.75961492302442
36,98.9550993716698
37,71.39596081727257
39,68.10451807312045
41,75.13987089334756
42,85.77217292488126
43,57.642148905052565
44,67.59164443966499
45,79.69986245040438
47,59.65229970427451
53,67.91083656015226
55,68.91493601495878
